,n_ferti,has_prepa,nb_prepa,prepa_1,prepa_2,nb_f1,type_f1_1,type_f1_2,nb_f2,type_f2_1,type_f2_2,nb_f3,type_f3_1,type_f3_2,Jour_Semis,Jours_av_PREPA,Jours_semis_F1,Jours_F1_F2,Jours_F2_F3,Jours_op_recolte,Dose_F1_1,Dose_F1_2,Dose_F2_1,Dose_F2_2,Dose_F3_1,Dose_F3_2
type_f2_2,0.0007942008007425505,0.0,0.0,0.00035943097094981447,3.686424220894491e-05,0.00021048029143122537,0.0003927840562024665,0.00033323795305362225,6.350664122800609e-06,0.0004905564255570649,0.0,0.0004955050424437779,0.0008073552429755937,0.0001423162697470337,0.0006731350511192113,0.0004454883755201644,0.00059679760694753,0.00047438932734200634,3.901059149102881e-05,0.0009528140572705457,0.0005758576570308316,3.94895793461858e-05,0.000760403739547777,0.00027585795327789153,0.0001108347837274204,7.405649172476103e-05
nb_f3,0.00043437770951060273,0.00034707646558118643,0.0004123464122506304,0.0009746987086903802,-1.1102230246251565e-16,0.046641893653740385,0.018133035241899687,0.024918938593209594,0.005600033633044399,0.009422239976456193,0.0004955050424437779,0.0,0.014135723253390853,0.004381548919907274,0.0005091740175117154,0.00039920189677178364,0.03626433342451041,0.01447450626356872,0.0060839216438304256,0.011300450493979208,0.037545230207619795,0.006141620496898814,0.013249928087521123,0.006162396535928982,0.005695116706727954,0.0035783503304165354
type_f3_1,0.00042912606179701385,0.0005534817483389132,0.0005029953715096624,0.0006355273363142233,0.019387554571912324,0.02592403498062512,2.220446049250313e-16,0.022914363046945496,0.010057198546351231,0.01295639392015735,0.0008073552429755937,0.014135723253390853,0.0,0.010876920393301348,0.0005959366058638782,8.841662558023433e-05,0.018372020576945425,0.014467785255299348,0.009144014218301466,0.006024166001071585,0.02110121594916492,0.008583522723623727,0.014866996291986734,0.009873133609675122,0.009408187331176765,0.004716738892820982
type_f3_2,0.0,0.0003066319020853525,7.902880323196193e-05,0.0005942206420809226,0.006419006475074984,0.01160658913077628,0.012415293624069235,0.011638791582548658,0.0,0.010631497825340674,0.0001423162697470337,0.004381548919907274,0.010876920393301348,0.0,0.0005050505413740636,0.0002458724446458005,0.009404098668501448,0.00942600880625788,0.008391208369227465,0.0008644685931272766,0.01159690991516249,0.0028018190845924273,0.009180238814450736,0.0079056879579531,0.01125912851837152,0.005415401442822598
Jour_Semis,0.0009780517154234225,0.00030182258473721024,0.00013792089291886356,0.0006737325935909366,3.504444387658623e-05,0.0013215598647556837,0.0001372059501772993,0.0009773538550532646,6.88029021594927e-05,0.0006402421335812702,0.0006731350511192113,0.0005091740175117154,0.0005959366058638782,0.0005050505413740636,0.0,0.0005914374306654757,0.000644907572506126,0.00016623847071817188,0.0002963697913331842,0.00107973267173056,0.0008399913177370433,0.0001102035520553768,0.00010716683641709412,0.0001693841592902423,7.446222882934173e-05,7.235287226958764e-05
Jours_av_PREPA,0.0004812112105662125,0.0,0.00021019968796165411,0.000388097310623281,0.0002779794217447895,0.00038375858554129394,0.0002156126258833213,0.00018266892222174036,0.00021776660984951235,0.00020163209821311145,0.0004454883755201644,0.00039920189677178364,8.841662558023433e-05,0.0002458724446458005,0.0005914374306654757,0.0,0.0019594828659005303,0.00017896554394913888,0.0003348328386936217,0.0012140876835279313,0.0012012242665966344,4.74420712109902e-05,9.731722831962664e-05,7.95503995764113e-05,6.34281750010457e-05,0.00012711377642637967
Jours_semis_F1,0.0010717059913812887,0.001028267583922493,0.0002253705585930632,0.0008376031758275948,0.047313454865343996,0.06532816606943348,0.02540696518089569,0.03462184845432503,0.013322114004653995,0.016102481296316085,0.00059679760694753,0.03626433342451041,0.018372020576945425,0.009404098668501448,0.000644907572506126,0.0019594828659005303,0.0,0.02488344307692425,0.012973071779022183,0.052468561394533264,0.05984841755220505,0.023715850664738913,0.02594350506788523,0.01497233355453631,0.011566798950644386,0.003995140760844618
Jours_F1_F2,0.00018254471889722623,0.0006634472762370169,4.154308869031009e-05,0.0006091988758518685,0.021534875716555546,0.034192390920251836,0.01995210034014805,0.01983800843795991,0.01182076092231743,0.015431386609142672,0.00047438932734200634,0.01447450626356872,0.014467785255299348,0.00942600880625788,0.00016623847071817188,0.00017896554394913888,0.02488344307692425,0.0,0.009042152826653216,0.004272393014821185,0.03275978673419644,0.008198154436792837,0.015674546737838413,0.011970783923661465,0.012348049073694911,0.006388615904827977
Jours_F2_F3,-1.1102230246251565e-16,6.78691623281491e-05,7.103835743982323e-06,7.526450679395946e-05,0.008031281977661675,0.017921923609279244,0.0106865927791151,0.013727574867103631,0.009169872924390643,0.010352420725295852,3.901059149102881e-05,0.0060839216438304256,0.009144014218301466,0.008391208369227465,0.0002963697913331842,0.0003348328386936217,0.012973071779022183,0.009042152826653216,0.0,0.0009366985443016729,0.017148520388569732,0.003255657646525023,0.009891576607740427,0.005935109799048099,0.010582336902267508,0.004573697219578121
Jours_op_recolte,0.08074121626180808,0.0003545905708417507,0.00029880250961000776,0.0004649117864560237,0.018371008773339748,0.034499419008660825,0.006302632191629409,0.009732780887787729,0.0010717456307015594,0.0031435414349656465,0.0009528140572705457,0.011300450493979208,0.006024166001071585,0.0008644685931272766,0.00107973267173056,0.0012140876835279313,0.052468561394533264,0.004272393014821185,0.0009366985443016729,0.0,0.044625198727591964,0.005849633370664242,0.006462593600675359,0.00236072863752379,0.001290085208868974,0.000394082122485373
Dose_F1_1,0.0006135736431022165,0.0008276583802091508,0.0005632485532121034,0.001163352820504726,0.05127500363935,0.0701757793704425,0.031764808479361695,0.04285786962955562,0.015191463879739242,0.025716455304548913,0.0005758576570308316,0.037545230207619795,0.02110121594916492,0.01159690991516249,0.0008399913177370433,0.0012012242665966344,0.05984841755220505,0.03275978673419644,0.017148520388569732,0.044625198727591964,0.0,0.026500150609017004,0.027335810899707824,0.012746749782186706,0.01246462335932541,0.006944694398305917
Dose_F1_2,0.0003324894039891113,5.273122456528334e-05,2.80858179269039e-07,0.0001785398563595164,0.0,0.027210553790768865,0.010392681837784079,0.01356056114475368,0.003121678715681808,0.004481636807370792,3.94895793461858e-05,0.006141620496898814,0.008583522723623727,0.0028018190845924273,0.0001102035520553768,4.74420712109902e-05,0.023715850664738913,0.008198154436792837,0.003255657646525023,0.005849633370664242,0.026500150609017004,0.0,0.007517769444903344,0.004654729351773357,0.003114668184895031,0.002374143423627073
Dose_F2_1,1.6305680283767998e-07,6.834523870680176e-05,1.4873081248811815e-06,0.00034034183412245955,0.01906279369070263,0.04031234420754792,0.019960389711995097,0.02577879913814929,0.013210521241565076,0.017267961189859404,0.000760403739547777,0.013249928087521123,0.014866996291986734,0.009180238814450736,0.00010716683641709412,9.731722831962664e-05,0.02594350506788523,0.015674546737838413,0.009891576607740427,0.006462593600675359,0.027335810899707824,0.007517769444903344,0.0,0.012105396677642877,0.013481446664717622,0.006449645845542973
Dose_F2_2,0.00020192194075596692,2.590676867986197e-05,3.1514764855522515e-05,1.695512579857894e-05,0.010225031712434718,0.014507555861387411,0.0,0.016096671129723128,0.008263776552281055,0.010319656403190325,0.00027585795327789153,0.006162396535928982,0.009873133609675122,0.0079056879579531,0.0001693841592902423,7.95503995764113e-05,0.01497233355453631,0.011970783923661465,0.005935109799048099,0.00236072863752379,0.012746749782186706,0.004654729351773357,0.012105396677642877,0.0,0.005891317642979899,0.004072517965344802
Dose_F3_1,0.0,2.955962895900832e-06,5.305982209158344e-09,0.00014570274976755115,0.008138114764373316,0.016027384264520106,0.011712141324996983,0.013608758997604609,0.012505956578865218,0.015195504000532822,0.0001108347837274204,0.005695116706727954,0.009408187331176765,0.01125912851837152,7.446222882934173e-05,6.34281750010457e-05,0.011566798950644386,0.012348049073694911,0.010582336902267508,0.001290085208868974,0.01246462335932541,0.003114668184895031,0.013481446664717622,0.005891317642979899,0.0,0.005909394140440893
Dose_F3_2,0.0,0.0002042696158250923,8.156170386763861e-05,0.00017170075665406959,0.004874947913006689,0.005101521018756494,0.0061641853738861885,0.006459444537636694,0.0,0.006960098783687085,7.405649172476103e-05,0.0035783503304165354,0.004716738892820982,0.005415401442822598,7.235287226958764e-05,0.00012711377642637967,0.003995140760844618,0.006388615904827977,0.004573697219578121,0.000394082122485373,0.006944694398305917,0.002374143423627073,0.006449645845542973,0.004072517965344802,0.005909394140440893,0.0
