,n_ferti,has_prepa,nb_prepa,prepa_1,prepa_2,nb_f1,type_f1_1,type_f1_2,nb_f2,type_f2_1,type_f2_2,nb_f3,type_f3_1,type_f3_2,Jour_Semis,Jours_av_PREPA,Jours_semis_F1,Jours_F1_F2,Jours_F2_F3,Jours_op_recolte,Dose_F1_1,Dose_F1_2,Dose_F2_1,Dose_F2_2,Dose_F3_1,Dose_F3_2
nb_f3,0.03448131223146056,0.028274278443380818,0.011168817493344418,0.018326015034633825,0.004734399983501669,0.013895173820268947,0.004658604934039912,0.0061158798438394335,0.004984658287302102,0.006852919482279951,0.008626029335470964,0.0,0.0047379912625263865,0.006032607024829328,0.34627385550946443,0.04473216673394809,0.044082739209833854,0.006731942371125954,0.008060277722764186,0.0883848603832652,0.01556804014151203,0.0041234826278157,0.005776259167284525,0.004322500303927335,0.004767718273703481,0.004060193183255678
type_f3_1,0.034388093713986545,0.025639812537221807,0.008798082917049865,0.015200680327467464,0.0066538034620373665,0.013502099436154547,0.00011312974749144722,0.0009042406561640126,0.0012203704523972014,0.0013988070646607786,0.005758445252604494,0.0047379912625263865,0.0,0.0031710240142434065,0.3455070995415823,0.042306260577453014,0.04490163312964346,0.0018126635217605713,0.0031073992545912477,0.0876165410456593,0.015707740576969664,0.0022475556518974926,0.0006844117976642083,0.001742077695172095,0.0012358531979618226,0.001022536046348721
type_f3_2,0.034490291352442526,0.027816634128731144,0.010020160917721288,0.01755506099704729,0.007678444256375538,0.013426390510701158,0.002571659967613882,0.0027805649867221893,0.0014361162554147322,0.002044412879668389,0.007219967190458476,0.006032607024829328,0.0031710240142434065,0.0,0.3440324483440045,0.04391549232413494,0.045562300939208766,0.002552100831819115,0.00425850340342937,0.0878115146702173,0.016399658826164565,0.003887130935401273,0.0018151337327927397,0.0032232118606960736,0.0023550754213624847,0.0017613705669726754
Jour_Semis,0.40414303478335456,0.3693489965418365,0.3518287155341291,0.3584469920331904,0.3495850678329466,0.36180902354890876,0.34714802692007185,0.3527374019398557,0.3443906087287908,0.34681013659025706,0.3486602323198269,0.34627385550946443,0.3455070995415823,0.3440324483440045,0.0,0.3823515514212007,0.3991577626923577,0.3502826691405899,0.34745409182144116,0.4282031157389786,0.36908407187750847,0.34377461732382064,0.34558582739346,0.3437702855051685,0.34498802718122923,0.34178638582554055
Jours_av_PREPA,0.07954409487218761,0.043748249377002946,0.04211786570189402,0.04269408567164534,0.04678263137228722,0.05272883845469856,0.043025380192660445,0.04364797418818822,0.04327361762899584,0.04372283720189174,0.0419934160053298,0.04473216673394809,0.042306260577453014,0.04391549232413494,0.3823515514212007,0.0,0.08421515183708017,0.04461685247506941,0.046180569463579846,0.12467312580050471,0.056688400862177746,0.04306230202306116,0.04362820984882154,0.04157975662986679,0.04269742095062079,0.04219330847224079
Jours_semis_F1,0.07565220377535586,0.06740654735123197,0.047852678583023556,0.0555233343045628,0.046288030963451576,0.05247677856934985,0.045699758326015805,0.0466070745217797,0.045815019442857596,0.04952048291100808,0.04582743286835178,0.044082739209833854,0.04490163312964346,0.045562300939208766,0.3991577626923577,0.08421515183708017,0.0,0.04862255268110849,0.048670875286385695,0.23065990438455442,0.05506874465792211,0.04166891492798874,0.043838989328477296,0.040747106937446986,0.04626819676593397,0.04315780225146415
Jours_F1_F2,0.03732152839887781,0.028710340315186822,0.009976083138281688,0.016930133358661892,0.009653799105512118,0.016767939416960642,0.0016674915059862183,0.0032701976593377813,0.001989949437481875,0.0027811030489167665,0.007278163301385643,0.006731942371125954,0.0018126635217605713,0.002552100831819115,0.3502826691405899,0.04461685247506941,0.04862255268110849,0.0,0.0044522965601964115,0.10046062700692948,0.018802288278187196,0.0043157369832754755,0.0026042605120373263,0.0015265304203680996,0.0018399742986552337,0.0018704435005134634
Jours_F2_F3,0.03530935682143599,0.029637858824117846,0.01117172452058568,0.018361724956646897,0.010937046042009846,0.015601419399503103,0.0030913128758879305,0.004259432330976254,0.0031250662700634813,0.003172106399838115,0.008361610421346644,0.008060277722764186,0.0031073992545912477,0.00425850340342937,0.34745409182144116,0.046180569463579846,0.048670875286385695,0.0044522965601964115,0.0,0.09061902177358605,0.018271634766656608,0.006162406174919366,0.0034553387759594933,0.0030007483465569473,0.0029652495445757765,0.003041364217615139
Jours_op_recolte,0.15528065883486153,0.10744268053974837,0.09019816642659984,0.09772084020582927,0.09249922990423698,0.10605459545593277,0.0903597049906304,0.09604541914946674,0.08774794941075448,0.09218450642686793,0.0873082716913709,0.0883848603832652,0.0876165410456593,0.0878115146702173,0.4282031157389786,0.12467312580050471,0.23065990438455442,0.10046062700692948,0.09061902177358605,0.0,0.1120781994882345,0.0851393814209096,0.09107878404605174,0.08518637691965847,0.08639453171583589,0.08471604432949864
Dose_F1_1,0.03544086016825776,0.03913976290376375,0.02138629749912635,0.028900725515085046,0.016601703515287225,0.022048532529459153,0.01437354540478597,0.015874760564278168,0.015412737435507418,0.016754203462001627,0.018979637886466838,0.01556804014151203,0.015707740576969664,0.016399658826164565,0.36908407187750847,0.056688400862177746,0.05506874465792211,0.018802288278187196,0.018271634766656608,0.1120781994882345,0.0,0.014240716874326043,0.015393974331380234,0.014187926595508049,0.015904283416658727,0.014535362583597
Dose_F1_2,0.03436181278939432,0.027489562717470606,0.009980735162876564,0.016447867502123015,0.004672550558009303,0.01324311556268365,0.002797035525969771,0.003249631164472744,0.0035569116613975993,0.004004969423493154,0.0073160925639995655,0.0041234826278157,0.0022475556518974926,0.003887130935401273,0.34377461732382064,0.04306230202306116,0.04166891492798874,0.0043157369832754755,0.006162406174919366,0.0851393814209096,0.014240716874326043,0.0,0.0035780848222541906,0.0022503832530024193,0.0035899544517897786,0.0024838638145707748
Dose_F2_1,0.034253727163624736,0.02733218860334119,0.008721264870454326,0.015230459480610747,0.00905339771305913,0.012468241769704846,0.00020840935789756543,0.0007436375595655242,0.0009063552793321383,0.0008848385956904403,0.006036536289462879,0.005776259167284525,0.0006844117976642083,0.0018151337327927397,0.34558582739346,0.04362820984882154,0.043838989328477296,0.0026042605120373263,0.0034553387759594933,0.09107878404605174,0.015393974331380234,0.0035780848222541906,0.0,0.0002448527750605889,0.0008933856734630874,0.0006267463073307278
Dose_F2_2,0.034468970274300625,0.02542082935258294,0.008509254794579313,0.014547214711914447,0.0065400491242653125,0.011771592011596832,0.00018770939477263937,0.0008207144356990881,0.0009670768465855906,0.0011364308672694445,0.005633656520657615,0.004322500303927335,0.001742077695172095,0.0032232118606960736,0.3437702855051685,0.04157975662986679,0.040747106937446986,0.0015265304203680996,0.0030007483465569473,0.08518637691965847,0.014187926595508049,0.0022503832530024193,0.0002448527750605889,0.0,0.0008692753708231526,0.0008349785658795517
Dose_F3_1,0.03402308273025123,0.026765685723377897,0.008917236925320648,0.015423527342292243,0.007788760549995,0.013020581701663092,0.0008914941185095282,0.001775754255817219,0.0013554785282423598,0.0014479988486106876,0.005993425615026027,0.004767718273703481,0.0012358531979618226,0.0023550754213624847,0.34498802718122923,0.04269742095062079,0.04626819676593397,0.0018399742986552337,0.0029652495445757765,0.08639453171583589,0.015904283416658727,0.0035899544517897786,0.0008933856734630874,0.0008692753708231526,0.0,0.0011173242449106224
Dose_F3_2,0.03407410364285357,0.026237791513620157,0.008856463702003436,0.015388634230359521,0.005964378190994046,0.012432690319800654,0.0009368583699770339,0.0010847056899562224,0.0009340634917213153,0.0013081341848810712,0.005958145476756327,0.004060193183255678,0.001022536046348721,0.0017613705669726754,0.34178638582554055,0.04219330847224079,0.04315780225146415,0.0018704435005134634,0.003041364217615139,0.08471604432949864,0.014535362583597,0.0024838638145707748,0.0006267463073307278,0.0008349785658795517,0.0011173242449106224,0.0
