sortie,parametre_A,parametre_B,R2_A,R2_B,R2_additif,R2_interaction,R2_global,p_value_additif,p_value_global,n,n_A,n_B,n_cellules,df_model_global,df_resid_global
N_lixi,type_f3_1,Jours_av_PREPA,0.00011270408736754523,0.041258465222171005,0.04154148786520917,0.0007647727122438441,0.042306260577453014,2.2883757112881544e-89,3.193529093558446e-88,9991,4,3,9,8.0,9982.0
N_lixi,Jours_av_PREPA,Dose_F3_2,0.041258465222171005,0.0006167558999281275,0.041981323255624425,0.0002119852166163616,0.04219330847224079,1.3807517198707327e-92,6.037070596415383e-92,9998,3,2,5,4.0,9993.0
N_lixi,nb_prepa,Jours_av_PREPA,0.008203532433891136,0.041258465222171005,0.04180359582454707,0.000314269877346951,0.04211786570189402,3.336257133080149e-92,9.564912418440174e-91,10000,2,3,6,5.0,9994.0
N_lixi,type_f2_2,Jours_av_PREPA,0.005243183577709689,0.041258465222171005,0.04166219918616576,0.00033121681916403745,0.0419934160053298,1.057033675202497e-89,7.560458210252057e-86,9998,4,3,11,10.0,9987.0
N_lixi,Jours_semis_F1,Dose_F1_2,0.03852178579565144,0.0015871763606937475,0.039073467254430616,0.0025954476735581267,0.04166891492798874,6.124255821174038e-85,8.544924941092892e-88,10000,4,2,8,7.0,9992.0
N_lixi,Jours_av_PREPA,Dose_F2_2,0.041258465222171005,0.00016299593613953992,0.041345425976051065,0.0002343306538157286,0.04157975662986679,3.618450908695805e-91,1.5528779179765809e-89,10000,3,2,6,5.0,9994.0
N_lixi,n_ferti,type_f2_2,0.03402173744854255,0.005243183577709689,0.039429903193806126,0.0018613803436909881,0.041291283537497114,9.974920445982946e-84,2.3174075653243197e-80,10000,4,4,16,15.0,9984.0
N_lixi,Jours_semis_F1,Dose_F2_2,0.03852178579565144,0.00016299593613953992,0.03914956739353603,0.001597539543910953,0.040747106937446986,4.1305173287492523e-85,9.853238185484604e-86,10000,4,2,8,7.0,9992.0
N_lixi,has_prepa,Dose_F1_1,0.02525211439207176,0.01228457616795328,0.037520281404402,0.0016194814993617523,0.03913976290376375,1.8827122926740814e-81,3.825716192109805e-82,10000,2,4,8,7.0,9992.0
N_lixi,n_ferti,Jours_F1_F2,0.03402173744854255,0.00150557640118911,0.03731234028985109,9.1881090267254e-06,0.03732152839887781,5.51110477200597e-81,5.5175047229487165e-80,10000,4,2,6,5.0,9994.0
N_lixi,has_prepa,nb_f1,0.02525211439207176,0.01051088409006777,0.03513090860443879,0.0007093546982024357,0.03584026330264123,4.243361758869164e-76,8.423680516904718e-75,10000,2,4,8,7.0,9992.0
N_lixi,n_ferti,Dose_F1_1,0.03402173744854255,0.01228457616795328,0.034405082577024904,0.001035777591232856,0.03544086016825776,1.5949925944339035e-72,8.313126919091473e-70,10000,4,4,13,12.0,9987.0
N_lixi,n_ferti,Jours_F2_F3,0.03402173744854255,0.002942704231735233,0.03530935682143599,0.0,0.03530935682143599,1.6922231569311913e-76,1.6922231569311913e-76,10000,4,2,5,4.0,9995.0
N_lixi,n_ferti,nb_f1,0.03402173744854255,0.01051088409006777,0.034331048490298666,0.0004931850601733734,0.03482423355047204,2.329521297280383e-72,1.852722535046922e-68,10000,4,4,13,12.0,9987.0
N_lixi,n_ferti,type_f3_2,0.03402173744854255,0.001427550944677778,0.034490291352442526,0.0,0.034490291352442526,1.0313335457720425e-72,1.0313335457720425e-72,10000,4,4,7,6.0,9993.0
N_lixi,n_ferti,nb_f3,0.03402173744854255,0.0027867228045025134,0.03410468110367415,0.0003766311277864087,0.03448131223146056,7.415904643947675e-72,1.0394877743659567e-67,10000,4,4,13,12.0,9987.0
N_lixi,n_ferti,Dose_F2_2,0.03402173744854255,0.00016299593613953992,0.03442117386663346,4.779640766716664e-05,0.034468970274300625,1.6398154090542753e-74,1.291985825564528e-73,10000,4,2,6,5.0,9994.0
N_lixi,n_ferti,prepa_2,0.03402173744854255,0.004660852874015987,0.03402319875311732,0.0004365107205360763,0.0344597094736534,1.2709863322527519e-73,1.2060458681385043e-72,10000,4,2,7,6.0,9993.0
N_lixi,n_ferti,type_f3_1,0.03402173744854255,0.00011270408736754523,0.034317725146750244,7.03685672363008e-05,0.034388093713986545,2.493848955547909e-72,7.160928166801839e-70,10000,4,4,10,9.0,9990.0
N_lixi,n_ferti,Dose_F1_2,0.03402173744854255,0.0015871763606937475,0.03402598405415169,0.000335828735242627,0.03436181278939432,1.2529049196738953e-73,1.990254752042858e-72,10000,4,2,7,6.0,9993.0
N_lixi,n_ferti,type_f2_1,0.03402173744854255,0.0007102333246488001,0.03433799163966689,-2.220446049250313e-16,0.034337991639666665,2.2482226454447523e-72,2.2482226454485223e-72,10000,4,4,7,6.0,9993.0
N_lixi,n_ferti,type_f1_2,0.03402173744854255,0.00024671321911458387,0.03407156772197084,0.00023940086291518448,0.034310968584886026,8.784471219244913e-72,1.0588523836272172e-69,10000,4,4,10,9.0,9990.0
N_lixi,n_ferti,Dose_F2_1,0.03402173744854255,1.4393877810177807e-05,0.03422610510834678,2.7622055277953805e-05,0.034253727163624736,4.474700537348476e-74,3.898850548236794e-73,10000,4,2,6,5.0,9994.0
