annee;jourDebut;jourFin;parcelle;couvert;itk;delta_Corg[kg_eqCO2/ha];tx_MO_fin[%];emissions_N2O_denit[kg_eqCO2/ha];emissions_N2O_nit[kg_eqCO2/ha];emissions_volat[kg_eqCO2/ha];emissions_lixiv[kg_eqCO2/ha];emissions_ferti[kg_eqCO2/ha];bilan_net_GES[kg_eqCO2/ha];ratio_Corg_Arg[%]
2019;213;306;beauce_5_sa_000;solnu;;953.41;1.71;1.83;6.53;0.0;0.0;0.0;961.77;0.07
2019;307;365;beauce_5_sa_000;orgeh;orgeH_tousSols_nonirr_organique;405.17;1.71;34.83;2.73;0.0;0.92;0.0;443.64;0.07
2019;213;260;beauce_5_sa_001;solnu;;649.39;1.71;0.0;4.44;0.0;0.0;0.0;653.84;0.07
2019;261;365;beauce_5_sa_001;orgeh;orgeH_tousSols_nonirr_organique;714.99;1.71;4.98;4.85;0.0;1.2;0.0;726.03;0.07
2019;213;280;beauce_5_sa_002;solnu;;798.81;1.71;0.0;5.47;0.0;0.0;0.0;804.28;0.07
2019;281;365;beauce_5_sa_002;orgeh;orgeH_tousSols_nonirr_organique;560.1;1.71;26.42;3.79;0.0;1.02;0.0;591.33;0.07
2019;213;283;beauce_5_sa_003;solnu;;810.93;1.71;0.0;5.56;0.0;0.0;0.0;816.49;0.07
2019;284;365;beauce_5_sa_003;orgeh;orgeH_tousSols_nonirr_organique;546.44;1.71;28.39;3.69;0.0;0.92;0.0;579.44;0.07
2019;213;282;beauce_5_sa_004;solnu;;808.19;1.71;0.0;5.51;0.0;0.0;0.0;813.71;0.07
2019;283;365;beauce_5_sa_004;orgeh;orgeH_tousSols_nonirr_organique;550.85;1.71;28.19;3.75;0.0;1.02;0.0;583.8;0.07
2019;213;305;beauce_5_sa_005;solnu;;948.03;1.71;0.0;6.48;0.0;0.0;0.0;954.51;0.07
2019;306;365;beauce_5_sa_005;orgeh;orgeH_tousSols_nonirr_organique;410.57;1.71;36.56;2.78;0.0;0.91;0.0;450.82;0.07
2019;213;259;beauce_5_sa_006;solnu;;644.25;1.71;0.0;4.41;0.0;0.0;0.0;648.66;0.07
2019;260;365;beauce_5_sa_006;orgeh;orgeH_tousSols_nonirr_organique;714.92;1.71;4.56;4.85;0.0;1.15;0.0;725.48;0.07
2019;213;300;beauce_5_sa_007;solnu;;914.24;1.71;0.0;6.27;0.0;0.0;0.0;920.51;0.07
2019;301;365;beauce_5_sa_007;orgeh;orgeH_tousSols_nonirr_organique;444.37;1.71;36.31;2.99;0.0;0.92;0.0;484.59;0.07
2019;213;300;beauce_5_sa_008;solnu;;914.01;1.71;0.0;6.26;0.0;0.0;0.0;920.28;0.07
2019;301;365;beauce_5_sa_008;orgeh;orgeH_tousSols_nonirr_organique;444.29;1.71;36.3;2.99;0.0;0.89;0.0;484.47;0.07
2019;213;315;beauce_5_sa_009;solnu;;1034.59;1.71;10.89;7.09;0.0;0.0;0.0;1052.57;0.07
2019;316;365;beauce_5_sa_009;orgeh;orgeH_tousSols_nonirr_organique;324.06;1.71;26.28;2.17;0.0;0.93;0.0;353.44;0.07
2019;213;259;beauce_5_sa_010;solnu;;644.01;1.71;0.0;4.41;0.0;0.0;0.0;648.42;0.07
2019;260;365;beauce_5_sa_010;orgeh;orgeH_tousSols_nonirr_organique;713.02;1.71;6.63;4.84;0.0;1.14;0.0;725.63;0.07
2019;213;310;beauce_5_sa_011;solnu;;986.39;1.71;5.84;6.76;0.0;0.0;0.0;998.99;0.07
2019;311;365;beauce_5_sa_011;orgeh;orgeH_tousSols_nonirr_organique;372.28;1.71;31.05;2.5;0.0;0.94;0.0;406.77;0.07
2019;213;295;beauce_5_sa_012;solnu;;879.11;1.71;0.0;6.02;0.0;0.0;0.0;885.13;0.07
2019;296;365;beauce_5_sa_012;orgeh;orgeH_tousSols_nonirr_organique;479.59;1.71;35.28;3.24;0.0;0.94;0.0;519.05;0.07
2019;213;272;beauce_5_sa_013;solnu;;753.24;1.71;0.0;5.16;0.0;0.0;0.0;758.4;0.07
2019;273;365;beauce_5_sa_013;orgeh;orgeH_tousSols_nonirr_organique;606.31;1.71;21.08;4.1;0.0;1.09;0.0;632.59;0.07
2019;213;269;beauce_5_sa_014;solnu;;728.16;1.71;0.0;5.0;0.0;0.0;0.0;733.16;0.07
2019;270;365;beauce_5_sa_014;orgeh;orgeH_tousSols_nonirr_organique;630.43;1.71;17.52;4.26;0.0;1.24;0.0;653.44;0.07
2019;213;270;beauce_5_sa_015;solnu;;736.65;1.71;0.0;5.06;0.0;0.0;0.0;741.72;0.07
2019;271;365;beauce_5_sa_015;orgeh;orgeH_tousSols_nonirr_organique;622.94;1.71;20.06;4.2;0.0;1.28;0.0;648.48;0.07
2019;213;309;beauce_5_sa_016;solnu;;981.61;1.71;5.57;6.7;0.0;0.0;0.0;993.88;0.07
2019;310;365;beauce_5_sa_016;orgeh;orgeH_tousSols_nonirr_organique;377.04;1.71;31.21;2.55;0.0;0.92;0.0;411.73;0.07
2019;213;279;beauce_5_sa_017;solnu;;795.0;1.71;0.0;5.43;0.0;0.0;0.0;800.43;0.07
2019;280;365;beauce_5_sa_017;orgeh;orgeH_tousSols_nonirr_organique;563.77;1.71;26.1;3.83;0.0;1.02;0.0;594.72;0.07
2019;213;305;beauce_5_sa_018;solnu;;948.08;1.71;0.0;6.48;0.0;0.0;0.0;954.56;0.07
