annee;jourDebut;jourFin;parcelle;couvert;itk;delta_Corg[kg_eqCO2/ha];tx_MO_fin[%];emissions_N2O_denit[kg_eqCO2/ha];emissions_N2O_nit[kg_eqCO2/ha];emissions_volat[kg_eqCO2/ha];emissions_lixiv[kg_eqCO2/ha];emissions_ferti[kg_eqCO2/ha];bilan_net_GES[kg_eqCO2/ha];ratio_Corg_Arg[%]
2019;213;275;sudouest_1_1;solnu;;1557.95;5.48;3979.91;10.92;0.0;22.46;0.0;5571.24;0.07
2019;276;365;sudouest_1_1;maisT;mais_tousSols_nonirr_organique;830.61;5.47;357.34;5.65;0.0;71.38;0.0;1264.98;0.07
2019;213;292;beauce_1_1;solnu;;1032.96;5.49;5003.45;7.22;0.0;0.0;0.0;6043.63;0.07
2019;293;365;beauce_1_1;orgeh;orgeH_tousSols_nonirr_organique;425.34;5.48;729.54;2.9;0.0;7.48;0.0;1165.26;0.07
2019;213;281;sudouest_2_1;solnu;;1653.61;5.48;4124.53;11.49;0.0;22.46;0.0;5812.09;0.07
2019;282;365;sudouest_2_1;maisT;mais_tousSols_nonirr_mineral;734.82;5.47;212.72;5.09;0.0;72.7;0.0;1025.33;0.07
2019;213;274;sudouest_3_1;solnu;;1800.6;1.7;80.82;12.33;0.0;3.27;0.0;1897.02;0.07
2019;275;365;sudouest_3_1;maisT;mais_tousSols_irr_organique;1013.28;1.69;73.49;6.84;0.0;80.49;0.0;1174.11;0.07
2019;213;264;sudouest_4_1;solnu;;1599.63;1.7;71.97;10.98;0.0;1.68;0.0;1684.27;0.07
2019;265;365;sudouest_4_1;maisT;mais_tousSols_irr_mineral;1214.62;1.69;68.5;8.19;0.0;76.28;0.0;1367.58;0.07
2019;213;310;sudouest_5_1;solnu;;2335.06;1.69;150.85;15.94;0.0;52.45;0.0;2554.3;0.07
2019;311;365;sudouest_5_1;maisT;mais_tousSols_nonirr_organique;477.87;1.69;27.78;3.23;0.0;32.03;0.0;540.91;0.07
2019;213;286;beauce_2_1;solnu;;994.85;5.49;4718.4;6.95;0.0;0.0;0.0;5720.19;0.07
2019;287;365;beauce_2_1;orgeh;orgeH_tousSols_nonirr_mineral;463.58;5.48;848.11;3.17;0.0;7.45;0.0;1322.31;0.07
2019;213;312;sudouest_6_1;solnu;;2355.27;1.69;151.15;16.12;0.0;52.45;0.0;2574.99;0.07
2019;313;365;sudouest_6_1;maisT;mais_tousSols_nonirr_mineral;457.68;1.69;27.48;3.05;0.0;32.04;0.0;520.26;0.07
2019;213;272;sudouest_7_1;solnu;;1503.21;5.48;3872.59;10.52;0.0;21.51;0.0;5407.83;0.07
2019;273;365;sudouest_7_1;maisT;mais_tousSols_irr_organique;885.42;5.47;464.71;6.05;0.0;72.27;0.0;1428.45;0.07
2019;213;319;sudouest_8_1;solnu;;2087.05;5.47;4337.26;14.54;0.0;76.39;0.0;6515.23;0.07
2019;320;365;sudouest_8_1;maisT;mais_tousSols_irr_mineral;301.17;5.47;0.0;2.03;0.0;19.16;0.0;322.36;0.07
2019;213;269;sudouest_9_1;solnu;;1347.7;3.08;4515.31;9.45;0.0;7.26;0.0;5879.71;0.07
2019;270;365;sudouest_9_1;maisT;mais_tousSols_nonirr_organique;889.83;3.07;2188.02;6.08;0.0;64.2;0.0;3148.12;0.07
