annee;jourDebut;jourFin;parcelle;couvert;itk;evaporation[mm];transpiration[mm];percolation[mm];capilarite[mm];ruissellement[mm];Hr_debut[mm];Hm_debut[mm];Hr_fin[mm];Hm_fin[mm];Hr_1erJanv[mm];Hm_1erJanv[mm];satisfactionHydrique[%];pluie[mm];irrigation[mm];sommeDegresJourCulture[°C]
2019;213;282;sudouest_1_1;solnu;;151.89;0.0;59.7;0.89;0.0;45.23;81.7;45.95;91.53;-1.0;-1.0;0.0;221.42;0.0;0.0
2019;283;365;sudouest_1_1;maisT;mais_tousSols_nonirr_organique;57.19;0.33;221.36;0.41;0.0;44.67;90.25;56.54;102.12;-1.0;-1.0;98.79;291.01;0.0;389.68
2019;213;316;beauce_1_1;solnu;;117.55;0.0;13.2;0.37;0.0;45.23;81.7;55.87;101.46;-1.0;-1.0;0.0;153.32;0.0;0.0
2019;317;365;beauce_1_1;orgeh;orgeH_tousSols_nonirr_organique;19.15;0.0;44.77;0.03;0.0;56.54;102.12;56.54;102.12;-1.0;-1.0;97.96;62.59;0.0;290.57
2019;213;283;sudouest_2_1;solnu;;153.17;0.0;59.7;0.92;0.0;45.23;81.7;44.67;90.25;-1.0;-1.0;0.0;221.42;0.0;0.0
2019;284;365;sudouest_2_1;maisT;mais_tousSols_nonirr_mineral;56.14;0.29;221.18;0.38;0.0;43.55;89.13;56.54;102.12;-1.0;-1.0;98.77;291.01;0.0;383.01
2019;213;300;sudouest_3_1;solnu;;159.5;0.0;70.09;7.67;0.0;45.53;248.32;56.91;310.4;-1.0;-1.0;0.0;303.39;0.0;0.0
2019;301;365;sudouest_3_1;maisT;mais_tousSols_irr_organique;37.83;0.06;181.34;3.21;0.0;56.91;310.4;56.91;310.4;-1.0;-1.0;98.46;209.04;0.0;256.6
2019;213;264;sudouest_4_1;solnu;;114.32;0.0;14.15;3.32;0.0;45.53;248.32;48.65;302.14;-1.0;-1.0;0.0;182.29;0.0;0.0
2019;265;365;sudouest_4_1;maisT;mais_tousSols_irr_mineral;75.39;2.72;242.24;5.17;0.0;46.82;300.3;58.28;310.4;-1.0;-1.0;99.01;330.14;0.0;576.42
2019;213;292;sudouest_5_1;solnu;;150.59;0.0;53.99;7.57;0.0;45.53;248.32;56.91;310.4;-1.0;-1.0;0.0;266.66;0.0;0.0
2019;293;365;sudouest_5_1;maisT;mais_tousSols_nonirr_organique;46.01;0.17;198.06;3.87;0.0;55.2;308.69;56.91;310.4;-1.0;-1.0;98.63;245.77;0.0;311.77
2019;213;264;beauce_2_1;solnu;;83.02;0.0;0.0;0.16;0.0;45.23;81.7;24.55;61.01;-1.0;-1.0;0.0;65.07;0.0;0.0
2019;265;365;beauce_2_1;orgeh;orgeH_tousSols_nonirr_mineral;48.24;1.73;61.68;0.05;0.0;26.66;63.12;72.95;102.12;-1.0;-1.0;85.13;150.83;0.0;891.87
