annee;jourDebut;jourFin;parcelle;couvert;itk;delta_Corg[kg_eqCO2/ha];tx_MO_fin[%];emissions_N2O_denit[kg_eqCO2/ha];emissions_N2O_nit[kg_eqCO2/ha];emissions_volat[kg_eqCO2/ha];emissions_lixiv[kg_eqCO2/ha];emissions_ferti[kg_eqCO2/ha];bilan_net_GES[kg_eqCO2/ha];ratio_Corg_Arg[%]
2019;213;295;sudouest_1_1;solnu;;1820.4;5.48;4337.26;12.67;0.0;28.82;0.0;6199.15;0.07
2019;296;365;sudouest_1_1;maisT;mais_tousSols_nonirr_organique;567.88;5.47;0.0;3.9;0.0;66.88;0.0;638.66;0.07
2019;213;267;beauce_1_1;solnu;;824.65;5.49;3943.67;5.83;0.0;0.0;0.0;4774.14;0.07
2019;268;365;beauce_1_1;orgeh;orgeH_tousSols_nonirr_organique;634.3;5.48;558.47;4.29;0.0;7.51;0.0;1204.58;0.07
2019;213;297;sudouest_2_1;solnu;;1841.19;5.48;4337.26;12.81;0.0;30.08;0.0;6221.34;0.07
2019;298;365;sudouest_2_1;maisT;mais_tousSols_nonirr_mineral;547.08;5.47;0.0;3.76;0.0;65.59;0.0;616.43;0.07
2019;213;266;sudouest_3_1;solnu;;1634.08;1.7;71.97;11.2;0.0;1.68;0.0;1718.92;0.07
2019;267;365;sudouest_3_1;maisT;mais_tousSols_irr_organique;1179.41;1.69;71.66;7.98;0.0;77.78;0.0;1336.82;0.07
2019;213;283;sudouest_4_1;solnu;;1959.5;1.7;84.46;13.38;0.0;3.29;0.0;2060.64;0.07
2019;284;365;sudouest_4_1;maisT;mais_tousSols_irr_mineral;853.75;1.69;82.17;5.79;0.0;81.39;0.0;1023.09;0.07
2019;213;305;sudouest_5_1;solnu;;2257.89;1.7;145.12;15.47;0.0;41.96;0.0;2460.44;0.07
2019;306;365;sudouest_5_1;maisT;mais_tousSols_nonirr_organique;555.09;1.69;33.55;3.7;0.0;42.62;0.0;634.96;0.07
2019;213;287;beauce_2_1;solnu;;1003.72;5.49;4744.39;6.98;0.0;0.0;0.0;5755.08;0.07
2019;288;365;beauce_2_1;orgeh;orgeH_tousSols_nonirr_mineral;454.65;5.48;858.83;3.14;0.0;7.45;0.0;1324.06;0.07
2019;213;291;sudouest_6_1;solnu;;2069.14;1.7;101.57;14.15;0.0;8.4;0.0;2193.26;0.07
2019;292;365;sudouest_6_1;maisT;mais_tousSols_nonirr_mineral;743.95;1.69;74.59;5.02;0.0;76.34;0.0;899.89;0.07
2019;213;292;sudouest_7_1;solnu;;1782.32;5.48;4337.26;12.41;0.0;28.82;0.0;6160.81;0.07
2019;293;365;sudouest_7_1;maisT;mais_tousSols_irr_organique;605.99;5.47;0.0;4.16;0.0;66.93;0.0;677.07;0.07
2019;213;310;sudouest_8_1;solnu;;1991.14;5.47;4337.26;13.83;0.0;76.39;0.0;6418.62;0.07
2019;311;365;sudouest_8_1;maisT;mais_tousSols_irr_mineral;397.09;5.47;0.0;2.74;0.0;19.19;0.0;419.01;0.07
2019;213;319;sudouest_9_1;solnu;;1952.09;3.07;7117.04;13.6;0.0;50.71;0.0;9133.44;0.07
2019;320;365;sudouest_9_1;maisT;mais_tousSols_nonirr_organique;284.89;3.07;617.48;1.92;0.0;21.89;0.0;926.18;0.07
2019;213;264;beauce_3_1;solnu;;682.45;1.71;0.0;4.68;0.0;0.0;0.0;687.13;0.07
2019;265;365;beauce_3_1;orgeh;orgeH_tousSols_irr_organique;674.35;1.71;14.06;4.57;0.0;1.18;0.0;694.16;0.07
2019;213;262;beauce_4_1;solnu;;662.15;1.71;0.0;4.55;0.0;0.0;0.0;666.7;0.07
2019;263;365;beauce_4_1;orgeh;orgeH_tousSols_irr_mineral;694.83;1.71;12.31;4.69;0.0;1.16;0.0;713.0;0.07
2019;213;284;beauce_5_1;solnu;;818.91;1.71;0.0;5.59;0.0;0.0;0.0;824.5;0.07
2019;285;365;beauce_5_1;orgeh;orgeH_tousSols_nonirr_organique;540.02;1.71;28.65;3.67;0.0;0.99;0.0;573.33;0.07
2019;213;273;beauce_6_1;solnu;;759.79;1.71;0.0;5.21;0.0;0.0;0.0;765.0;0.07
2019;274;365;beauce_6_1;orgeh;orgeH_tousSols_nonirr_mineral;599.22;1.71;21.23;4.05;0.0;1.09;0.0;625.58;0.07
2019;213;283;beauce_7_1;solnu;;973.64;5.49;4610.65;6.82;0.0;0.0;0.0;5591.11;0.07
2019;284;365;beauce_7_1;orgeh;orgeH_tousSols_irr_organique;484.8;5.48;846.91;3.3;0.0;7.47;0.0;1342.48;0.07
2019;213;281;beauce_8_1;solnu;;965.15;5.49;4545.01;6.71;0.0;0.0;0.0;5516.86;0.07
2019;282;365;beauce_8_1;orgeh;orgeH_tousSols_irr_mineral;493.35;5.48;789.26;3.41;0.0;7.48;0.0;1293.5;0.07
2019;213;316;sudouest_10_1;solnu;;1919.49;3.07;7008.14;13.33;0.0;50.71;0.0;8991.67;0.07
2019;317;365;sudouest_10_1;maisT;mais_tousSols_nonirr_mineral;317.49;3.07;726.42;2.19;0.0;21.89;0.0;1067.99;0.07
2019;213;313;sudouest_11_1;solnu;;1889.95;3.07;6934.3;13.13;0.0;50.7;0.0;8888.09;0.07
2019;314;365;sudouest_11_1;maisT;mais_tousSols_irr_organique;347.03;3.07;800.04;2.39;0.0;21.92;0.0;1171.39;0.07
2019;213;263;oceanique_1_1;solnu;;651.55;1.71;0.0;4.47;0.0;0.0;0.0;656.03;0.07
2019;264;365;oceanique_1_1;CP;ble_tousSols_nonirr_organique;836.04;1.7;0.0;5.7;0.0;10.69;0.0;852.43;0.07
2019;213;300;oceanique_2_1;solnu;;1101.67;5.49;6110.32;7.67;0.0;0.0;0.0;7219.66;0.07
2019;301;365;oceanique_2_1;CP;ble_tousSols_nonirr_mineral;439.83;5.48;93.38;3.05;0.0;50.85;0.0;587.11;0.07
2019;213;260;sudouest_12_1;solnu;;1190.57;3.08;3714.62;8.35;0.0;7.26;0.0;4920.79;0.07
2019;261;365;sudouest_12_1;maisT;mais_tousSols_irr_mineral;1047.61;3.07;2774.04;7.18;0.0;54.88;0.0;3883.71;0.07
2019;213;298;sudouest_13_1;solnu;;1851.06;5.48;4337.26;12.89;0.0;31.39;0.0;6232.6;0.07
2019;299;365;sudouest_13_1;maisT;mais_tousSols_nonirr_organique;537.21;5.47;0.0;3.68;0.0;64.27;0.0;605.15;0.07
2019;213;313;sudouest_14_1;solnu;;2021.34;5.47;4337.26;14.05;0.0;76.39;0.0;6449.03;0.07
2019;314;365;sudouest_14_1;maisT;mais_tousSols_nonirr_mineral;366.88;5.47;0.0;2.52;0.0;19.18;0.0;388.58;0.07
2019;213;268;sudouest_15_1;solnu;;1660.55;1.7;74.71;11.44;0.0;1.74;0.0;1748.43;0.07
2019;269;365;sudouest_15_1;maisT;mais_tousSols_irr_organique;1153.61;1.69;73.43;7.74;0.0;80.75;0.0;1315.54;0.07
2019;213;291;sudouest_16_1;solnu;;2069.14;1.7;101.57;14.15;0.0;8.4;0.0;2193.26;0.07
2019;292;365;sudouest_16_1;maisT;mais_tousSols_irr_mineral;743.95;1.69;74.59;5.02;0.0;76.35;0.0;899.9;0.07
2019;213;304;oceanique_3_1;solnu;;1129.03;5.49;6179.15;7.89;0.0;0.01;0.0;7316.08;0.07
2019;305;365;oceanique_3_1;CP;ble_tousSols_nonirr_organique;412.47;5.48;24.55;2.83;0.0;51.08;0.0;490.93;0.07
2019;213;317;oceanique_4_1;solnu;;1121.28;1.71;30.7;7.73;0.0;0.0;0.0;1159.71;0.07
2019;318;365;oceanique_4_1;CP;ble_tousSols_nonirr_mineral;365.57;1.7;36.63;2.44;0.0;25.19;0.0;429.83;0.07
2019;213;295;sudouest_17_1;solnu;;2128.47;1.7;108.47;14.55;0.0;10.13;0.0;2261.62;0.07
2019;296;365;sudouest_17_1;maisT;mais_tousSols_nonirr_organique;684.56;1.69;69.88;4.62;0.0;74.54;0.0;833.59;0.07
2019;213;311;beauce_9_1;solnu;;974.64;3.09;888.85;6.8;0.0;0.0;0.0;1870.29;0.07
2019;312;365;beauce_9_1;orgeh;orgeH_tousSols_nonirr_organique;282.47;3.08;1973.1;1.92;0.0;3.14;0.0;2260.62;0.07
2019;213;287;oceanique_5_1;solnu;;838.84;3.09;539.89;5.84;0.0;0.0;0.0;1384.58;0.07
2019;288;365;oceanique_5_1;CP;ble_tousSols_nonirr_organique;505.96;3.08;1425.01;3.51;0.0;28.33;0.0;1962.82;0.07
2019;213;304;sudouest_18_1;solnu;;2246.65;1.7;144.18;15.34;0.0;41.95;0.0;2448.12;0.07
