annee;jourDebut;jourFin;parcelle;couvert;itk;evaporation[mm];transpiration[mm];percolation[mm];capilarite[mm];ruissellement[mm];Hr_debut[mm];Hm_debut[mm];Hr_fin[mm];Hm_fin[mm];Hr_1erJanv[mm];Hm_1erJanv[mm];satisfactionHydrique[%];pluie[mm];irrigation[mm];sommeDegresJourCulture[°C]
2019;213;283;sudouest_1_1;solnu;;153.17;0.0;59.7;0.92;0.0;45.23;81.7;44.67;90.25;-1.0;-1.0;0.0;221.42;0.0;0.0
2019;284;365;sudouest_1_1;maisT;mais_tousSols_nonirr_organique;56.14;0.29;221.18;0.38;0.0;43.55;89.13;56.54;102.12;-1.0;-1.0;98.77;291.01;0.0;383.01
2019;213;294;beauce_1_1;solnu;;104.14;0.0;0.0;0.28;0.0;45.23;81.7;38.41;74.87;-1.0;-1.0;0.0;101.68;0.0;0.0
2019;295;365;beauce_1_1;orgeh;orgeH_tousSols_nonirr_organique;32.22;0.02;58.29;0.11;0.0;42.45;78.91;56.54;102.12;-1.0;-1.0;93.05;114.22;0.0;487.09
2019;213;309;sudouest_2_1;solnu;;178.46;0.0;183.41;1.11;0.0;45.23;81.7;56.54;102.12;-1.0;-1.0;0.0;383.2;0.0;0.0
2019;310;365;sudouest_2_1;maisT;mais_tousSols_nonirr_mineral;32.95;0.01;95.65;0.21;0.0;56.54;102.12;56.54;102.12;-1.0;-1.0;98.21;129.23;0.0;195.73
2019;213;267;sudouest_3_1;solnu;;119.05;0.0;14.15;4.03;0.0;45.53;248.32;43.92;297.41;-1.0;-1.0;0.0;198.44;0.0;0.0
2019;268;365;sudouest_3_1;maisT;mais_tousSols_irr_organique;71.72;2.2;241.69;5.38;0.0;56.91;310.4;56.91;310.4;-1.0;-1.0;98.98;313.99;0.0;544.39
2019;213;291;sudouest_4_1;solnu;;149.95;0.0;46.4;7.56;0.0;45.53;248.32;56.61;310.1;-1.0;-1.0;0.0;266.66;0.0;0.0
2019;292;365;sudouest_4_1;maisT;mais_tousSols_irr_mineral;46.52;0.19;205.75;3.56;0.0;56.91;310.4;56.91;310.4;-1.0;-1.0;98.65;245.77;0.0;321.82
2019;213;265;sudouest_5_1;solnu;;116.16;0.0;14.15;3.51;0.0;45.53;248.32;46.82;300.3;-1.0;-1.0;0.0;182.29;0.0;0.0
2019;266;365;sudouest_5_1;maisT;mais_tousSols_nonirr_organique;74.21;2.55;241.75;7.2;0.0;45.05;298.54;57.4;310.4;-1.0;-1.0;99.0;330.14;0.0;567.5
2019;213;312;beauce_2_1;solnu;;115.3;0.0;7.83;0.36;0.0;45.23;81.7;55.55;101.13;-1.0;-1.0;0.0;142.56;0.0;0.0
