annee;jourDebut;jourFin;parcelle;couvert;itk;evaporation[mm];transpiration[mm];percolation[mm];capilarite[mm];ruissellement[mm];Hr_debut[mm];Hm_debut[mm];Hr_fin[mm];Hm_fin[mm];Hr_1erJanv[mm];Hm_1erJanv[mm];satisfactionHydrique[%];pluie[mm];irrigation[mm];sommeDegresJourCulture[°C]
2019;213;267;sudouest_1_1;solnu;;125.4;0.0;51.72;0.69;0.0;45.23;81.7;41.28;86.86;-1.0;-1.0;0.0;198.44;0.0;0.0
2019;268;365;sudouest_1_1;maisT;mais_tousSols_nonirr_organique;79.34;1.55;232.46;0.55;0.0;56.3;101.89;56.54;102.12;-1.0;-1.0;98.97;313.99;0.0;544.39
2019;213;276;beauce_1_1;solnu;;94.5;0.0;0.0;0.31;0.0;45.23;81.7;19.94;56.41;-1.0;-1.0;0.0;69.53;0.0;0.0
2019;277;365;beauce_1_1;orgeh;orgeH_tousSols_nonirr_organique;40.12;0.33;59.73;0.1;0.0;19.54;56.01;56.54;102.12;-1.0;-1.0;87.23;146.38;0.0;697.57
2019;213;265;sudouest_2_1;solnu;;121.48;0.0;51.72;0.63;0.0;45.23;81.7;45.2;90.78;-1.0;-1.0;0.0;182.29;0.0;0.0
2019;266;365;sudouest_2_1;maisT;mais_tousSols_nonirr_mineral;82.58;1.78;232.91;0.6;0.0;42.86;88.44;57.4;102.12;-1.0;-1.0;98.98;330.14;0.0;567.5
2019;213;305;sudouest_3_1;solnu;;163.3;0.0;129.34;7.9;0.0;45.53;248.32;56.91;310.4;-1.0;-1.0;0.0;373.03;0.0;0.0
2019;306;365;sudouest_3_1;maisT;mais_tousSols_irr_organique;33.92;0.03;122.21;2.61;0.0;56.91;310.4;56.91;310.4;-1.0;-1.0;98.33;139.41;0.0;218.44
2019;213;282;sudouest_4_1;solnu;;142.14;0.0;26.29;6.11;0.0;45.53;248.32;47.83;301.31;-1.0;-1.0;0.0;221.42;0.0;0.0
2019;283;365;sudouest_4_1;maisT;mais_tousSols_irr_mineral;53.08;0.48;226.83;3.97;0.0;46.92;300.4;56.91;310.4;-1.0;-1.0;98.8;291.01;0.0;389.68
2019;213;311;sudouest_5_1;solnu;;168.74;0.0;153.43;8.06;0.0;45.53;248.32;55.86;309.35;-1.0;-1.0;0.0;383.2;0.0;0.0
2019;312;365;sudouest_5_1;maisT;mais_tousSols_nonirr_organique;28.79;0.01;97.84;3.47;0.0;54.69;308.18;56.91;310.4;-1.0;-1.0;98.15;129.23;0.0;181.35
2019;213;287;beauce_2_1;solnu;;100.5;0.0;0.0;0.36;0.0;45.23;81.7;22.13;58.59;-1.0;-1.0;0.0;78.02;0.0;0.0
2019;288;365;beauce_2_1;orgeh;orgeH_tousSols_nonirr_mineral;35.4;0.07;58.7;0.11;0.0;22.39;58.85;56.54;102.12;-1.0;-1.0;90.07;137.88;0.0;567.78
