annee;date;parcelle;exploitation;culture;situation;masse_C[kg/ha];masse_N[kg/ha];ratio_CN;nom_produit;type_residu;type_pool;Kres;Hres;CNbio;Yres
2020;270;sudouest_1_1;organique_sudouest_1;maisT;incorpore;1167.0;10.176618466434162;114.67463419692407;racines post recolte;residus racinaires;labile;0.0;0.0;0.0;0.0
2020;270;sudouest_1_1;organique_sudouest_1;maisT;surface;2002.8169247108867;17.46521311131079;114.67463419692406;aerien post recolte;residus aeriens;labile;0.0;0.0;0.0;0.0
2020;188;beauce_1_1;organique_beauce_1;orgeh;incorpore;644.0;6.629701794072188;97.1386074371881;racines post recolte;residus racinaires;labile;0.0;0.0;0.0;0.0
2020;188;beauce_1_1;organique_beauce_1;orgeh;surface;1757.8074617167451;18.0958684512065;97.1386074371881;aerien post recolte;residus aeriens;labile;0.0;0.0;0.0;0.0
2020;190;sudouest_2_1;mineral_sudouest_2;maisT;incorpore;1167.0;9.892754875651729;117.9651183789307;racines post recolte;residus racinaires;labile;0.0;0.0;0.0;0.0
2020;190;sudouest_2_1;mineral_sudouest_2;maisT;surface;1815.5685135436622;15.3907234485337;117.96511837893068;aerien post recolte;residus aeriens;labile;0.0;0.0;0.0;0.0
2020;101;sudouest_3_1;organique_sudouest_3;maisT;incorpore;1167.0;9.141467485695298;127.66002852672601;racines post recolte;residus racinaires;labile;0.0;0.0;0.0;0.0
2020;101;sudouest_3_1;organique_sudouest_3;maisT;surface;1359.2629754652273;10.647522103448862;127.660028526726;aerien post recolte;residus aeriens;labile;0.0;0.0;0.0;0.0
2020;263;sudouest_4_1;mineral_sudouest_4;maisT;incorpore;1167.0;10.623047073460125;109.85548608887848;racines post recolte;residus racinaires;labile;0.0;0.0;0.0;0.0
2020;263;sudouest_4_1;mineral_sudouest_4;maisT;surface;2300.855697213629;20.944385930367858;109.85548608887851;aerien post recolte;residus aeriens;labile;0.0;0.0;0.0;0.0
2020;251;sudouest_5_1;organique_sudouest_5;maisT;incorpore;1167.0;11.121598093908096;104.93096317149146;racines post recolte;residus racinaires;labile;0.0;0.0;0.0;0.0
2020;251;sudouest_5_1;organique_sudouest_5;maisT;surface;2624.3127933740543;25.00989902365682;104.93096317149147;aerien post recolte;residus aeriens;labile;0.0;0.0;0.0;0.0
2020;148;beauce_2_1;mineral_beauce_2;orgeh;incorpore;644.0;5.975402300885022;107.7751702014468;racines post recolte;residus racinaires;labile;0.0;0.0;0.0;0.0
2020;148;beauce_2_1;mineral_beauce_2;orgeh;surface;1275.448864257594;11.834347947431702;107.77517020144678;aerien post recolte;residus aeriens;labile;0.0;0.0;0.0;0.0
2020;108;sudouest_6_1;mineral_sudouest_6;maisT;incorpore;1167.0;8.920169255607739;130.827113988488;racines post recolte;residus racinaires;labile;0.0;0.0;0.0;0.0
2020;108;sudouest_6_1;mineral_sudouest_6;maisT;surface;1241.3933055608163;9.488807539315216;130.82711398848804;aerien post recolte;residus aeriens;labile;0.0;0.0;0.0;0.0
2020;124;sudouest_7_1;organique_sudouest_7;maisT;incorpore;1167.0;8.472638756728417;137.73749046874502;racines post recolte;residus racinaires;labile;0.0;0.0;0.0;0.0
