annee;jourDebut;jourFin;parcelle;couvert;itk;delta_Corg[kg_eqCO2/ha];tx_MO_fin[%];emissions_N2O_denit[kg_eqCO2/ha];emissions_N2O_nit[kg_eqCO2/ha];emissions_volat[kg_eqCO2/ha];emissions_lixiv[kg_eqCO2/ha];emissions_ferti[kg_eqCO2/ha];bilan_net_GES[kg_eqCO2/ha];ratio_Corg_Arg[%]
2019;213;297;sudouest_1_1;solnu;;1841.19;5.48;4337.26;12.81;0.0;30.08;0.0;6221.34;0.07
2019;298;365;sudouest_1_1;maisT;mais_tousSols_nonirr_organique;547.08;5.47;0.0;3.76;0.0;65.59;0.0;616.43;0.07
2019;213;271;beauce_1_1;solnu;;877.44;5.49;4185.11;6.16;0.0;0.0;0.0;5068.71;0.07
2019;272;365;beauce_1_1;orgeh;orgeH_tousSols_nonirr_organique;581.68;5.48;515.68;3.96;0.0;7.36;0.0;1108.67;0.07
2019;213;312;sudouest_2_1;solnu;;2007.88;5.47;4337.26;13.99;0.0;76.39;0.0;6435.51;0.07
2019;313;365;sudouest_2_1;maisT;mais_tousSols_nonirr_mineral;380.35;5.47;0.0;2.58;0.0;19.18;0.0;402.11;0.07
2019;213;298;sudouest_3_1;solnu;;2165.46;1.7;117.48;14.82;0.0;13.28;0.0;2311.03;0.07
2019;299;365;sudouest_3_1;maisT;mais_tousSols_irr_organique;647.55;1.69;61.23;4.35;0.0;71.34;0.0;784.48;0.07
2019;213;271;sudouest_4_1;solnu;;1726.57;1.7;75.0;11.89;0.0;1.74;0.0;1815.2;0.07
2019;272;365;sudouest_4_1;maisT;mais_tousSols_irr_mineral;1087.31;1.69;76.56;7.28;0.0;81.75;0.0;1252.9;0.07
2019;213;260;sudouest_5_1;solnu;;1484.51;1.7;71.54;10.23;0.0;1.68;0.0;1567.95;0.07
2019;261;365;sudouest_5_1;maisT;mais_tousSols_nonirr_organique;1329.84;1.69;61.67;8.95;0.0;72.37;0.0;1472.82;0.07
2019;213;266;beauce_2_1;solnu;;815.95;5.49;3844.97;5.71;0.0;0.0;0.0;4666.63;0.07
2019;267;365;beauce_2_1;orgeh;orgeH_tousSols_nonirr_mineral;642.99;5.48;630.13;4.41;0.0;7.55;0.0;1285.08;0.07
2019;213;310;sudouest_6_1;solnu;;2335.06;1.69;150.86;15.94;0.0;52.45;0.0;2554.3;0.07
2019;311;365;sudouest_6_1;maisT;mais_tousSols_nonirr_mineral;477.9;1.69;27.78;3.23;0.0;32.06;0.0;540.97;0.07
2019;213;299;sudouest_7_1;solnu;;1863.25;5.48;4337.26;12.96;0.0;31.39;0.0;6244.86;0.07
2019;300;365;sudouest_7_1;maisT;mais_tousSols_irr_organique;525.01;5.47;0.0;3.61;0.0;64.25;0.0;592.88;0.07
