annee;jourDebut;jourFin;parcelle;couvert;itk;delta_Corg[kg_eqCO2/ha];tx_MO_fin[%];emissions_N2O_denit[kg_eqCO2/ha];emissions_N2O_nit[kg_eqCO2/ha];emissions_volat[kg_eqCO2/ha];emissions_lixiv[kg_eqCO2/ha];emissions_ferti[kg_eqCO2/ha];bilan_net_GES[kg_eqCO2/ha];ratio_Corg_Arg[%]
2019;213;309;sudouest_1_1;solnu;;1975.57;5.47;4337.26;13.78;0.0;76.39;0.0;6402.99;0.07
2019;310;365;sudouest_1_1;maisT;mais_tousSols_nonirr_organique;412.66;5.47;0.0;2.79;0.0;19.19;0.0;434.64;0.07
2019;213;295;beauce_1_1;solnu;;1056.75;5.49;5188.47;7.36;0.0;0.0;0.0;6252.57;0.07
2019;296;365;beauce_1_1;orgeh;orgeH_tousSols_nonirr_organique;401.54;5.48;599.92;2.76;0.0;7.46;0.0;1011.68;0.07
2019;213;289;sudouest_2_1;solnu;;1750.3;5.48;4337.26;12.17;0.0;23.83;0.0;6123.55;0.07
2019;290;365;sudouest_2_1;maisT;mais_tousSols_nonirr_mineral;638.04;5.47;0.0;4.4;0.0;71.97;0.0;714.41;0.07
2019;213;266;sudouest_3_1;solnu;;1634.08;1.7;71.97;11.2;0.0;1.68;0.0;1718.92;0.07
2019;267;365;sudouest_3_1;maisT;mais_tousSols_irr_organique;1179.41;1.69;71.66;7.98;0.0;77.78;0.0;1336.82;0.07
2019;213;282;sudouest_4_1;solnu;;1936.68;1.7;84.46;13.32;0.0;3.29;0.0;2037.75;0.07
2019;283;365;sudouest_4_1;maisT;mais_tousSols_irr_mineral;876.63;1.69;82.19;5.85;0.0;81.47;0.0;1046.14;0.07
2019;213;300;sudouest_5_1;solnu;;2191.58;1.7;119.5;15.0;0.0;13.29;0.0;2339.38;0.07
2019;301;365;sudouest_5_1;maisT;mais_tousSols_nonirr_organique;621.39;1.69;59.18;4.17;0.0;71.27;0.0;756.01;0.07
2019;213;309;beauce_2_1;solnu;;1150.24;5.49;5639.63;7.99;0.0;0.25;0.0;6798.1;0.07
2019;310;365;beauce_2_1;orgeh;orgeH_tousSols_nonirr_mineral;308.01;5.48;359.4;2.13;0.0;7.15;0.0;676.69;0.07
2019;213;276;sudouest_6_1;solnu;;1840.12;1.7;84.33;12.65;0.0;3.29;0.0;1940.39;0.07
