annee;jourDebut;jourFin;parcelle;couvert;itk;N_lixivie[kgN/ha];N_volatilise_NH3[kgN/ha];N_mineralise_net_SOM[kgN/ha];N_mineralise_net_residus[kgN/ha];N_acquis_couvert[kgN/ha];N_mineral_debut[kgN/ha];N_mineral_fin[kgN/ha];emissions_N2O_directes[kgN/ha];emissions_N2[kgN/ha];N_fixe_legumineuses[kgN/ha];satisfactionAzote_culture[%];satisfactionAzote_ci[%];delta_Corg[kgC/ha];emissions_N2O_denit[kgN-N2O/ha];emissions_N2O_nit[kgN-N2O/ha];emissions_N2O_indirectes_volat[kgN-N2O/ha];emissions_N2O_indirectes_lixiv[kgN-N2O/ha]
2019;213;265;sudouest_1_1;solnu;;6.16;0.0;34.86;0.0;0.0;35.0;34.67;7.69;21.33;0;0;0;-379.22;7.67;0.02;0.0;6.16
2019;266;365;sudouest_1_1;maisT;mais_tousSols_nonirr_organique;18.4;0.0;24.53;0.0;24.09;34.53;7.85;1.67;7.2;0;7.82;0;-272.32;1.65;0.01;0.0;18.4
2019;213;299;beauce_1_1;solnu;;0.0;0.0;27.06;0.0;0.0;35.0;44.16;11.7;6.2;0;0;0;-296.23;11.69;0.02;0.0;0.0
2019;300;365;beauce_1_1;orgeh;orgeH_tousSols_nonirr_organique;2.13;0.0;9.17;0.0;6.08;43.9;32.93;0.93;11.26;0;3.04;0;-101.48;0.93;0.01;0.0;2.13
2019;213;287;sudouest_2_1;solnu;;6.44;0.0;43.11;0.0;0.0;35.0;34.49;9.35;27.83;0;0;0;-471.57;9.32;0.03;0.0;6.44
2019;288;365;sudouest_2_1;maisT;mais_tousSols_nonirr_mineral;21.03;0.0;16.26;0.0;14.98;33.69;13.44;0.01;1.3;0;4.86;0;-179.8;0.0;0.01;0.0;21.03
2019;213;306;sudouest_3_1;solnu;;14.88;0.0;55.64;0.0;0.0;35.0;75.34;0.35;0.06;0;0;0;-620.91;0.32;0.03;0.0;14.88
2019;307;365;sudouest_3_1;maisT;mais_tousSols_irr_organique;9.38;0.0;13.05;0.0;0.0;75.9;78.93;0.07;0.01;0;0.0;0;-146.28;0.06;0.01;0.0;9.38
2019;213;316;sudouest_4_1;solnu;;15.06;0.0;58.87;0.0;0.0;35.0;78.38;0.36;0.06;0;0;0;-657.02;0.33;0.04;0.0;15.06
2019;317;365;sudouest_4_1;maisT;mais_tousSols_irr_mineral;9.19;0.0;9.81;0.0;0.0;78.84;78.93;0.06;0.01;0;0.0;0;-110.16;0.06;0.01;0.0;9.19
2019;213;314;sudouest_5_1;solnu;;15.06;0.0;58.34;0.0;0.0;35.0;77.85;0.36;0.06;0;0;0;-649.6;0.33;0.04;0.0;15.06
2019;315;365;sudouest_5_1;maisT;mais_tousSols_nonirr_organique;9.15;0.0;10.34;0.0;0.0;78.17;78.98;0.06;0.01;0;0.0;0;-117.57;0.06;0.01;0.0;9.15
2019;213;267;beauce_2_1;solnu;;0.0;0.0;20.88;0.0;0.0;35.0;43.32;8.49;4.08;0;0;0;-224.9;8.48;0.01;0.0;0.0
2019;268;365;beauce_2_1;orgeh;orgeH_tousSols_nonirr_mineral;2.15;0.0;15.36;0.0;40.93;43.44;14.14;1.21;0.25;0;20.47;0;-172.98;1.2;0.01;0.0;2.15
2019;213;315;sudouest_6_1;solnu;;15.07;0.0;58.66;0.0;0.0;35.0;78.17;0.36;0.06;0;0;0;-653.41;0.33;0.04;0.0;15.07
2019;316;365;sudouest_6_1;maisT;mais_tousSols_nonirr_mineral;9.15;0.0;10.02;0.0;0.0;78.38;78.97;0.06;0.01;0;0.0;0;-113.76;0.06;0.01;0.0;9.15
2019;213;269;sudouest_7_1;solnu;;6.16;0.0;36.33;0.0;0.0;35.0;34.38;8.04;22.74;0;0;0;-394.64;8.02;0.02;0.0;6.16
2019;270;365;sudouest_7_1;maisT;mais_tousSols_irr_organique;20.39;0.0;23.05;0.0;19.94;34.0;9.4;1.32;6.39;0;6.47;0;-256.84;1.31;0.01;0.0;20.39
2019;213;263;sudouest_8_1;solnu;;6.16;0.0;34.12;0.0;0.0;35.0;34.53;7.55;20.88;0;0;0;-369.43;7.52;0.02;0.0;6.16
2019;264;365;sudouest_8_1;maisT;mais_tousSols_irr_mineral;17.15;0.0;25.27;0.0;26.87;34.29;6.3;1.81;7.66;0;8.72;0;-282.14;1.8;0.02;0.0;17.15
2019;213;302;sudouest_9_1;solnu;;9.74;0.0;44.17;0.0;0.0;35.0;47.2;14.37;7.86;0;0;0;-483.2;14.34;0.03;0.0;9.74
2019;303;365;sudouest_9_1;maisT;mais_tousSols_nonirr_organique;11.09;0.0;11.45;0.0;0.0;47.33;42.27;2.3;2.99;0;0.0;0;-126.89;2.29;0.01;0.0;11.09
2019;213;276;beauce_3_1;solnu;;0.0;0.0;19.06;0.0;0.0;35.0;54.05;0.01;0.0;0;0;0;-212.6;0.0;0.01;0.0;0.0
2019;277;365;beauce_3_1;orgeh;orgeH_tousSols_irr_organique;0.29;0.0;14.09;0.0;25.14;54.24;42.65;0.06;0.0;0;12.57;0;-157.68;0.05;0.01;0.0;0.29
2019;213;278;beauce_4_1;solnu;;0.0;0.0;19.36;0.0;0.0;35.0;54.35;0.01;0.0;0;0;0;-215.7;0.0;0.01;0.0;0.0
2019;279;365;beauce_4_1;orgeh;orgeH_tousSols_irr_mineral;0.3;0.0;13.82;0.0;24.39;54.44;43.42;0.06;0.0;0;12.19;0;-154.92;0.05;0.01;0.0;0.3
2019;213;313;beauce_5_1;solnu;;0.0;0.0;24.94;0.0;0.0;35.0;59.91;0.03;0.0;0;0;0;-276.59;0.02;0.01;0.0;0.0
2019;314;365;beauce_5_1;orgeh;orgeH_tousSols_nonirr_organique;0.26;0.0;8.24;0.0;3.0;60.15;64.81;0.07;0.0;0;1.5;0;-93.94;0.06;0.0;0.0;0.26
2019;213;315;beauce_6_1;solnu;;0.0;0.0;25.41;0.0;0.0;35.0;60.37;0.04;0.0;0;0;0;-282.16;0.02;0.02;0.0;0.0
2019;316;365;beauce_6_1;orgeh;orgeH_tousSols_nonirr_mineral;0.27;0.0;7.77;0.0;2.68;60.52;65.12;0.06;0.0;0;1.34;0;-88.39;0.06;0.0;0.0;0.27
2019;213;312;beauce_7_1;solnu;;0.07;0.0;29.18;0.0;0.0;35.0;40.35;12.23;11.53;0;0;0;-318.87;12.21;0.02;0.0;0.07
2019;313;365;beauce_7_1;orgeh;orgeH_tousSols_irr_organique;2.05;0.0;7.05;0.0;3.33;40.03;33.03;0.73;8.27;0;1.66;0;-78.83;0.72;0.0;0.0;2.05
2019;213;292;beauce_8_1;solnu;;0.0;0.0;25.85;0.0;0.0;35.0;45.3;10.78;4.78;0;0;0;-281.73;10.76;0.02;0.0;0.0
2019;293;365;beauce_8_1;orgeh;orgeH_tousSols_irr_mineral;2.15;0.0;10.38;0.0;10.1;45.15;32.76;1.57;9.1;0;5.05;0;-116.01;1.57;0.01;0.0;2.15
2019;213;303;sudouest_10_1;solnu;;9.74;0.0;44.43;0.0;0.0;35.0;47.33;14.44;7.92;0;0;0;-485.82;14.42;0.03;0.0;9.74
2019;304;365;sudouest_10_1;maisT;mais_tousSols_nonirr_mineral;11.09;0.0;11.18;0.0;0.0;45.03;42.27;2.22;2.93;0;0.0;0;-124.27;2.21;0.01;0.0;11.09
2019;213;306;sudouest_11_1;solnu;;14.48;0.0;45.18;0.0;0.0;35.0;42.79;14.54;8.38;0;0;0;-495.17;14.51;0.03;0.0;14.48
2019;307;365;sudouest_11_1;maisT;mais_tousSols_irr_organique;6.35;0.0;10.44;0.0;0.0;43.08;42.28;2.13;2.47;0;0.0;0;-114.92;2.12;0.01;0.0;6.35
2019;213;273;oceanique_1_1;solnu;;0.0;0.0;18.75;0.0;0.0;35.0;53.74;0.01;0.0;0;0;0;-206.82;0.0;0.01;0.0;0.0
2019;274;365;oceanique_1_1;CP;ble_tousSols_nonirr_organique;4.08;0.0;17.7;0.0;40.84;53.92;26.45;0.05;0.02;0;15.13;0;-198.79;0.04;0.01;0.0;4.08
2019;213;300;oceanique_2_1;solnu;;0.0;0.0;27.48;0.0;0.0;35.0;39.36;13.15;9.97;0;0;0;-300.46;13.14;0.02;0.0;0.0
