annee;jourDebut;jourFin;parcelle;couvert;itk;delta_Corg[kg_eqCO2/ha];tx_MO_fin[%];emissions_N2O_denit[kg_eqCO2/ha];emissions_N2O_nit[kg_eqCO2/ha];emissions_volat[kg_eqCO2/ha];emissions_lixiv[kg_eqCO2/ha];emissions_ferti[kg_eqCO2/ha];bilan_net_GES[kg_eqCO2/ha];ratio_Corg_Arg[%]
2019;213;308;sudouest_1_1;solnu;;1968.71;5.47;4337.26;13.67;0.0;76.33;0.0;6395.97;0.07
2019;309;365;sudouest_1_1;maisT;mais_tousSols_nonirr_organique;419.52;5.47;0.0;2.9;0.0;19.25;0.0;441.66;0.07
2019;213;309;beauce_1_1;solnu;;1150.24;5.49;5639.48;7.99;0.0;0.25;0.0;6797.96;0.07
2019;310;365;beauce_1_1;orgeh;orgeH_tousSols_nonirr_organique;308.01;5.48;359.36;2.13;0.0;7.15;0.0;676.65;0.07
2019;213;260;sudouest_2_1;solnu;;1280.15;5.48;3404.21;8.98;0.0;21.51;0.0;4714.85;0.07
2019;261;365;sudouest_2_1;maisT;mais_tousSols_nonirr_mineral;1109.15;5.47;930.23;7.6;0.0;54.1;0.0;2101.08;0.07
2019;213;284;sudouest_3_1;solnu;;1969.49;1.7;84.46;13.5;0.0;3.29;0.0;2070.74;0.07
2019;285;365;sudouest_3_1;maisT;mais_tousSols_irr_organique;843.71;1.69;85.1;5.67;0.0;81.48;0.0;1015.97;0.07
2019;213;317;sudouest_4_1;solnu;;2417.74;1.69;152.89;16.56;0.0;52.55;0.0;2639.75;0.07
2019;318;365;sudouest_4_1;maisT;mais_tousSols_irr_mineral;395.22;1.69;25.71;2.61;0.0;32.03;0.0;455.57;0.07
2019;213;286;sudouest_5_1;solnu;;1998.21;1.7;84.46;13.71;0.0;3.29;0.0;2099.68;0.07
2019;287;365;sudouest_5_1;maisT;mais_tousSols_nonirr_organique;814.94;1.69;88.03;5.46;0.0;81.52;0.0;989.94;0.07
2019;213;311;beauce_2_1;solnu;;1160.32;5.49;5661.88;8.09;0.0;0.25;0.0;6830.54;0.07
2019;312;365;beauce_2_1;orgeh;orgeH_tousSols_nonirr_mineral;297.92;5.48;354.27;2.02;0.0;7.15;0.0;661.36;0.07
2019;213;283;sudouest_6_1;solnu;;1959.5;1.7;84.46;13.38;0.0;3.29;0.0;2060.64;0.07
2019;284;365;sudouest_6_1;maisT;mais_tousSols_nonirr_mineral;853.71;1.69;82.16;5.79;0.0;81.31;0.0;1022.98;0.07
2019;213;275;sudouest_7_1;solnu;;1557.95;5.48;3979.91;10.92;0.0;22.46;0.0;5571.24;0.07
2019;276;365;sudouest_7_1;maisT;mais_tousSols_irr_organique;830.62;5.47;357.26;5.65;0.0;71.39;0.0;1264.92;0.07
2019;213;261;sudouest_8_1;solnu;;1297.21;5.48;3404.21;9.15;0.0;21.51;0.0;4732.07;0.07
2019;262;365;sudouest_8_1;maisT;mais_tousSols_irr_mineral;1092.01;5.47;930.7;7.43;0.0;56.93;0.0;2087.07;0.07
2019;213;309;sudouest_9_1;solnu;;1846.65;3.08;6839.19;12.88;0.0;50.7;0.0;8749.42;0.07
2019;310;365;sudouest_9_1;maisT;mais_tousSols_nonirr_organique;390.34;3.07;895.16;2.64;0.0;21.93;0.0;1310.07;0.07
2019;213;302;beauce_3_1;solnu;;928.69;1.71;0.0;6.35;0.0;0.0;0.0;935.04;0.07
2019;303;365;beauce_3_1;orgeh;orgeH_tousSols_irr_organique;429.52;1.71;36.41;2.91;0.0;0.89;0.0;469.72;0.07
2019;213;288;beauce_4_1;solnu;;835.86;1.71;0.0;5.71;0.0;0.0;0.0;841.57;0.07
2019;289;365;beauce_4_1;orgeh;orgeH_tousSols_irr_mineral;522.38;1.71;30.8;3.54;0.0;0.92;0.0;557.64;0.07
2019;213;294;beauce_5_1;solnu;;872.76;1.71;0.0;5.97;0.0;0.0;0.0;878.73;0.07
2019;295;365;beauce_5_1;orgeh;orgeH_tousSols_nonirr_organique;485.93;1.71;35.09;3.28;0.0;0.94;0.0;525.25;0.07
2019;213;261;beauce_6_1;solnu;;654.06;1.71;0.0;4.5;0.0;0.0;0.0;658.56;0.07
2019;262;365;beauce_6_1;orgeh;orgeH_tousSols_nonirr_mineral;704.85;1.71;6.96;4.76;0.0;1.16;0.0;717.72;0.07
2019;213;317;beauce_7_1;solnu;;1205.62;5.49;5737.52;8.42;0.0;0.88;0.0;6952.45;0.07
