annee;jourDebut;jourFin;parcelle;couvert;itk;N_lixivie[kgN/ha];N_volatilise_NH3[kgN/ha];N_mineralise_net_SOM[kgN/ha];N_mineralise_net_residus[kgN/ha];N_acquis_couvert[kgN/ha];N_mineral_debut[kgN/ha];N_mineral_fin[kgN/ha];emissions_N2O_directes[kgN/ha];emissions_N2[kgN/ha];N_fixe_legumineuses[kgN/ha];satisfactionAzote_culture[%];satisfactionAzote_ci[%];delta_Corg[kgC/ha];emissions_N2O_denit[kgN-N2O/ha];emissions_N2O_nit[kgN-N2O/ha];emissions_N2O_indirectes_volat[kgN-N2O/ha];emissions_N2O_indirectes_lixiv[kgN-N2O/ha]
2019;213;309;sudouest_1_1;solnu;;21.9;0.0;49.37;0.0;0.0;35.0;23.99;9.35;29.13;0;0;0;-538.79;9.32;0.03;0.0;21.9
2019;310;365;sudouest_1_1;maisT;mais_tousSols_nonirr_organique;5.5;0.0;10.0;0.0;0.0;24.19;28.48;0.01;0.0;0;0.0;0;-112.54;0.0;0.01;0.0;5.5
2019;213;263;beauce_1_1;solnu;;0.0;0.0;19.8;0.0;0.0;35.0;43.05;7.89;3.86;0;0;0;-213.61;7.88;0.01;0.0;0.0
2019;264;365;beauce_1_1;orgeh;orgeH_tousSols_nonirr_organique;2.2;0.0;16.45;0.0;41.77;43.09;13.68;1.44;0.41;0;20.89;0;-184.3;1.43;0.01;0.0;2.2
2019;213;272;sudouest_2_1;solnu;;6.16;0.0;37.71;0.0;0.0;35.0;34.22;8.35;23.97;0;0;0;-409.97;8.33;0.02;0.0;6.16
2019;273;365;sudouest_2_1;maisT;mais_tousSols_nonirr_mineral;20.72;0.0;21.67;0.0;19.06;33.9;9.95;1.01;5.16;0;6.19;0;-241.48;1.0;0.01;0.0;20.72
2019;213;264;sudouest_3_1;solnu;;0.48;0.0;39.36;0.0;0.0;35.0;73.67;0.18;0.03;0;0;0;-436.26;0.15;0.02;0.0;0.48
2019;265;365;sudouest_3_1;maisT;mais_tousSols_irr_organique;21.86;0.0;29.36;0.0;33.47;74.11;47.5;0.16;0.03;0;10.87;0;-331.26;0.15;0.02;0.0;21.86
2019;213;265;sudouest_4_1;solnu;;0.48;0.0;39.79;0.0;0.0;35.0;74.11;0.18;0.03;0;0;0;-440.81;0.15;0.02;0.0;0.48
2019;266;365;sudouest_4_1;maisT;mais_tousSols_irr_mineral;22.25;0.0;28.92;0.0;31.49;74.43;49.09;0.17;0.03;0;10.22;0;-326.7;0.15;0.02;0.0;22.25
2019;213;259;sudouest_5_1;solnu;;0.48;0.0;36.15;0.0;0.0;35.0;70.47;0.17;0.03;0;0;0;-398.15;0.15;0.02;0.0;0.48
2019;260;365;sudouest_5_1;maisT;mais_tousSols_nonirr_organique;20.07;0.0;32.57;0.0;41.34;70.97;41.46;0.15;0.02;0;13.42;0;-369.43;0.13;0.02;0.0;20.07
2019;213;286;beauce_2_1;solnu;;0.0;0.0;24.89;0.0;0.0;35.0;45.33;10.16;4.4;0;0;0;-271.32;10.14;0.01;0.0;0.0
2019;287;365;beauce_2_1;orgeh;orgeH_tousSols_nonirr_mineral;2.14;0.0;11.35;0.0;16.15;45.37;32.09;1.83;4.47;0;8.08;0;-126.42;1.83;0.01;0.0;2.14
2019;213;277;sudouest_6_1;solnu;;0.94;0.0;45.67;0.0;0.0;35.0;79.49;0.21;0.03;0;0;0;-507.77;0.18;0.03;0.0;0.94
2019;278;365;sudouest_6_1;maisT;mais_tousSols_nonirr_mineral;23.06;0.0;23.03;0.0;22.73;79.86;56.51;0.17;0.04;0;7.38;0;-259.51;0.16;0.01;0.0;23.06
2019;213;289;sudouest_7_1;solnu;;6.83;0.0;43.6;0.0;0.0;35.0;33.9;9.35;28.52;0;0;0;-477.35;9.32;0.03;0.0;6.83
