annee;jourDebut;jourFin;parcelle;couvert;itk;evaporation[mm];transpiration[mm];percolation[mm];capilarite[mm];ruissellement[mm];Hr_debut[mm];Hm_debut[mm];Hr_fin[mm];Hm_fin[mm];Hr_1erJanv[mm];Hm_1erJanv[mm];satisfactionHydrique[%];pluie[mm];irrigation[mm];sommeDegresJourCulture[°C]
2019;213;318;sudouest_1_1;solnu;;186.71;0.0;185.3;1.14;0.0;45.23;81.7;54.23;99.81;-1.0;-1.0;0.0;390.13;0.0;0.0
2019;319;365;sudouest_1_1;maisT;mais_tousSols_nonirr_organique;24.89;0.0;93.57;0.08;0.0;53.1;98.68;56.54;102.12;-1.0;-1.0;97.87;122.31;0.0;132.19
2019;213;285;beauce_1_1;solnu;;99.74;0.0;0.0;0.35;0.0;45.23;81.7;20.39;56.86;-1.0;-1.0;0.0;77.4;0.0;0.0
2019;286;365;beauce_1_1;orgeh;orgeH_tousSols_nonirr_organique;35.99;0.09;58.85;0.11;0.0;22.58;59.04;56.54;102.12;-1.0;-1.0;89.6;138.51;0.0;589.85
2019;213;260;sudouest_2_1;solnu;;109.84;0.0;51.72;0.57;0.0;45.23;81.7;55.97;101.55;-1.0;-1.0;0.0;182.08;0.0;0.0
2019;261;365;sudouest_2_1;maisT;mais_tousSols_nonirr_mineral;92.09;2.57;234.26;0.62;0.0;54.43;100.01;63.47;102.12;-1.0;-1.0;99.03;330.35;0.0;620.0
2019;213;306;sudouest_3_1;solnu;;163.68;0.0;147.27;7.9;0.0;45.53;248.32;56.91;310.4;-1.0;-1.0;0.0;373.03;0.0;0.0
2019;307;365;sudouest_3_1;maisT;mais_tousSols_irr_organique;33.54;0.03;104.3;1.98;0.0;55.25;308.74;56.91;310.4;-1.0;-1.0;98.31;139.41;0.0;215.4
2019;213;286;sudouest_4_1;solnu;;145.91;0.0;26.29;7.14;0.0;45.53;248.32;48.56;302.04;-1.0;-1.0;0.0;226.82;0.0;0.0
2019;287;365;sudouest_4_1;maisT;mais_tousSols_irr_mineral;50.3;0.3;226.02;3.7;0.0;48.47;301.95;56.91;310.4;-1.0;-1.0;98.73;285.61;0.0;356.74
2019;213;274;sudouest_5_1;solnu;;130.01;0.0;24.54;5.16;0.0;45.53;248.32;56.91;310.4;-1.0;-1.0;0.0;217.55;0.0;0.0
2019;275;365;sudouest_5_1;maisT;mais_tousSols_nonirr_organique;63.68;1.04;229.55;5.95;0.0;56.52;310.0;56.91;310.4;-1.0;-1.0;98.9;294.88;0.0;460.8
2019;213;278;beauce_2_1;solnu;;95.77;0.0;0.0;0.28;0.0;45.23;81.7;19.29;55.76;-1.0;-1.0;0.0;70.52;0.0;0.0
2019;279;365;beauce_2_1;orgeh;orgeH_tousSols_nonirr_mineral;39.1;0.26;59.54;0.1;0.0;19.39;55.85;56.54;102.12;-1.0;-1.0;87.93;145.39;0.0;669.87
2019;213;278;sudouest_6_1;solnu;;137.35;0.0;26.29;5.27;0.0;45.53;248.32;52.62;306.1;-1.0;-1.0;0.0;221.42;0.0;0.0
2019;279;365;sudouest_6_1;maisT;mais_tousSols_nonirr_mineral;57.22;0.73;227.22;5.94;0.0;51.51;305.0;56.91;310.4;-1.0;-1.0;98.85;291.01;0.0;422.94
2019;213;262;sudouest_7_1;solnu;;114.87;0.0;51.72;0.58;0.0;45.23;81.7;51.8;97.39;-1.0;-1.0;0.0;182.29;0.0;0.0
2019;263;365;sudouest_7_1;maisT;mais_tousSols_irr_organique;88.34;2.04;233.49;0.36;0.0;50.13;95.71;60.4;102.12;-1.0;-1.0;99.02;330.14;0.0;596.27
2019;213;259;sudouest_8_1;solnu;;107.49;0.0;51.72;0.57;0.0;45.23;81.7;56.54;102.12;-1.0;-1.0;0.0;181.42;0.0;0.0
2019;260;365;sudouest_8_1;maisT;mais_tousSols_irr_mineral;93.92;2.76;234.58;0.33;0.0;55.97;101.55;64.9;102.12;-1.0;-1.0;99.04;331.02;0.0;637.14
2019;213;267;sudouest_9_1;solnu;;126.38;0.0;32.48;1.37;0.0;51.17;154.15;48.86;177.57;-1.0;-1.0;0.0;198.44;0.0;0.0
2019;268;365;sudouest_9_1;maisT;mais_tousSols_nonirr_organique;78.67;1.57;233.25;1.58;0.0;63.91;192.63;63.97;192.68;-1.0;-1.0;98.98;313.99;0.0;544.39
2019;213;297;beauce_3_1;solnu;;110.24;0.0;0.0;0.01;0.0;45.53;248.32;37.73;240.52;-1.0;-1.0;0.0;102.81;0.0;0.0
2019;298;365;beauce_3_1;orgeh;orgeH_tousSols_irr_organique;30.61;0.01;12.15;0.81;0.0;37.62;240.41;56.91;310.4;-1.0;-1.0;97.37;113.09;0.0;455.91
2019;213;259;beauce_4_1;solnu;;80.85;0.0;0.0;0.01;0.0;45.53;248.32;12.38;215.16;-1.0;-1.0;0.0;47.7;0.0;0.0
2019;260;365;beauce_4_1;orgeh;orgeH_tousSols_irr_mineral;53.02;3.01;16.13;0.48;0.0;11.57;214.36;82.16;310.4;-1.0;-1.0;82.02;168.21;0.0;968.3
2019;213;317;beauce_5_1;solnu;;122.65;0.0;0.0;0.04;0.0;45.53;248.32;56.91;278.98;-1.0;-1.0;0.0;153.32;0.0;0.0
2019;318;365;beauce_5_1;orgeh;orgeH_tousSols_nonirr_organique;18.2;0.0;12.16;0.18;0.0;56.36;278.44;56.91;310.4;-1.0;-1.0;97.92;62.59;0.0;276.42
2019;213;304;beauce_6_1;solnu;;114.67;0.0;0.0;0.01;0.0;45.53;248.32;49.05;251.84;-1.0;-1.0;0.0;118.19;0.0;0.0
