annee;jourDebut;jourFin;parcelle;couvert;itk;delta_Corg[kg_eqCO2/ha];tx_MO_fin[%];emissions_N2O_denit[kg_eqCO2/ha];emissions_N2O_nit[kg_eqCO2/ha];emissions_volat[kg_eqCO2/ha];emissions_lixiv[kg_eqCO2/ha];emissions_ferti[kg_eqCO2/ha];bilan_net_GES[kg_eqCO2/ha];ratio_Corg_Arg[%]
2019;213;318;sudouest_1_1;solnu;;2075.32;5.47;4337.26;14.44;0.0;76.39;0.0;6503.41;0.07
2019;319;365;sudouest_1_1;maisT;mais_tousSols_nonirr_organique;312.9;5.47;0.0;2.13;0.0;19.16;0.0;334.19;0.07
2019;213;285;beauce_1_1;solnu;;989.64;5.49;4664.08;6.88;0.0;0.0;0.0;5660.61;0.07
2019;286;365;beauce_1_1;orgeh;orgeH_tousSols_nonirr_organique;468.77;5.48;888.71;3.23;0.0;7.46;0.0;1368.16;0.07
2019;213;260;sudouest_2_1;solnu;;1280.15;5.48;3404.21;8.98;0.0;21.51;0.0;4714.85;0.07
2019;261;365;sudouest_2_1;maisT;mais_tousSols_nonirr_mineral;1109.15;5.47;930.23;7.6;0.0;54.1;0.0;2101.08;0.07
2019;213;306;sudouest_3_1;solnu;;2276.65;1.7;148.48;15.53;0.0;51.93;0.0;2492.58;0.07
2019;307;365;sudouest_3_1;maisT;mais_tousSols_irr_organique;536.35;1.69;30.18;3.64;0.0;32.71;0.0;602.88;0.07
2019;213;286;sudouest_4_1;solnu;;1998.21;1.7;84.46;13.71;0.0;3.29;0.0;2099.68;0.07
2019;287;365;sudouest_4_1;maisT;mais_tousSols_irr_mineral;814.89;1.69;88.0;5.46;0.0;81.43;0.0;989.78;0.07
2019;213;274;sudouest_5_1;solnu;;1800.6;1.7;80.82;12.33;0.0;3.27;0.0;1897.02;0.07
2019;275;365;sudouest_5_1;maisT;mais_tousSols_nonirr_organique;1012.87;1.69;73.4;6.84;0.0;80.17;0.0;1173.28;0.07
2019;213;278;beauce_2_1;solnu;;943.92;5.49;4458.56;6.57;0.0;0.0;0.0;5409.05;0.07
2019;279;365;beauce_2_1;orgeh;orgeH_tousSols_nonirr_mineral;514.66;5.48;697.79;3.54;0.0;7.47;0.0;1223.46;0.07
2019;213;278;sudouest_6_1;solnu;;1875.48;1.7;84.46;12.85;0.0;3.29;0.0;1976.08;0.07
2019;279;365;sudouest_6_1;maisT;mais_tousSols_nonirr_mineral;937.87;1.69;76.3;6.32;0.0;80.83;0.0;1101.33;0.07
2019;213;262;sudouest_7_1;solnu;;1321.88;5.48;3500.17;9.37;0.0;21.51;0.0;4852.93;0.07
2019;263;365;sudouest_7_1;maisT;mais_tousSols_irr_organique;1067.25;5.47;835.24;7.2;0.0;58.41;0.0;1968.11;0.07
2019;213;259;sudouest_8_1;solnu;;1260.03;5.48;3404.21;8.86;0.0;21.51;0.0;4694.6;0.07
2019;260;365;sudouest_8_1;maisT;mais_tousSols_irr_mineral;1129.4;5.47;929.04;7.72;0.0;51.39;0.0;2117.55;0.07
2019;213;267;sudouest_9_1;solnu;;1319.79;3.08;4326.09;9.21;0.0;7.26;0.0;5662.35;0.07
2019;268;365;sudouest_9_1;maisT;mais_tousSols_nonirr_organique;917.85;3.07;2364.46;6.32;0.0;62.15;0.0;3350.77;0.07
2019;213;297;beauce_3_1;solnu;;893.05;1.71;0.0;6.13;0.0;0.0;0.0;899.19;0.07
2019;298;365;beauce_3_1;orgeh;orgeH_tousSols_irr_organique;465.47;1.71;35.77;3.12;0.0;0.91;0.0;505.28;0.07
2019;213;259;beauce_4_1;solnu;;644.25;1.71;0.0;4.41;0.0;0.0;0.0;648.66;0.07
2019;260;365;beauce_4_1;orgeh;orgeH_tousSols_irr_mineral;714.79;1.71;4.75;4.85;0.0;1.15;0.0;725.53;0.07
2019;213;317;beauce_5_1;solnu;;1049.66;1.71;12.75;7.23;0.0;0.0;0.0;1069.64;0.07
2019;318;365;beauce_5_1;orgeh;orgeH_tousSols_nonirr_organique;309.02;1.71;24.54;2.03;0.0;0.95;0.0;336.53;0.07
2019;213;304;beauce_6_1;solnu;;941.0;1.71;0.0;6.44;0.0;0.0;0.0;947.44;0.07
2019;305;365;beauce_6_1;orgeh;orgeH_tousSols_nonirr_mineral;417.63;1.71;36.51;2.82;0.0;0.92;0.0;457.88;0.07
2019;213;303;beauce_7_1;solnu;;1110.44;5.49;5578.63;7.72;0.0;0.0;0.0;6696.79;0.07
2019;304;365;beauce_7_1;orgeh;orgeH_tousSols_irr_organique;347.81;5.48;357.87;2.39;0.0;7.41;0.0;715.47;0.07
2019;213;288;beauce_8_1;solnu;;1008.1;5.49;4782.53;7.02;0.0;0.0;0.0;5797.64;0.07
2019;289;365;beauce_8_1;orgeh;orgeH_tousSols_irr_mineral;450.35;5.48;838.72;3.1;0.0;7.46;0.0;1299.62;0.07
2019;213;272;sudouest_10_1;solnu;;1400.78;3.08;4803.66;9.81;0.0;7.26;0.0;6221.51;0.07
2019;273;365;sudouest_10_1;maisT;mais_tousSols_nonirr_mineral;836.63;3.07;2000.31;5.72;0.0;64.66;0.0;2907.32;0.07
2019;213;299;sudouest_11_1;solnu;;1740.3;3.08;6573.8;12.1;0.0;15.49;0.0;8341.69;0.07
2019;300;365;sudouest_11_1;maisT;mais_tousSols_irr_organique;496.71;3.07;1159.87;3.42;0.0;57.22;0.0;1717.22;0.07
2019;213;259;oceanique_1_1;solnu;;594.92;1.71;0.0;4.11;0.0;0.0;0.0;599.03;0.07
2019;260;365;oceanique_1_1;CP;ble_tousSols_nonirr_organique;892.87;1.7;0.0;6.06;0.0;10.6;0.0;909.54;0.07
