annee;date;parcelle;exploitation;culture;situation;masse_C[kg/ha];masse_N[kg/ha];ratio_CN;nom_produit;type_residu;type_pool;Kres;Hres;CNbio;Yres
2020;187;beauce_5_sa_000;organique_beauce_5;orgeh;incorpore;644.0;6.8390783766832355;94.16473456359513;racines post recolte;residus racinaires;labile;0.0;0.0;0.0;0.0
2020;187;beauce_5_sa_000;organique_beauce_5;orgeh;surface;1896.591611018658;20.141209124715104;94.16473456359513;aerien post recolte;residus aeriens;labile;0.0;0.0;0.0;0.0
2020;106;beauce_5_sa_001;organique_beauce_5;orgeh;incorpore;644.0;6.262695346541343;102.8311237198625;racines post recolte;residus racinaires;labile;0.0;0.0;0.0;0.0
2020;106;beauce_5_sa_001;organique_beauce_5;orgeh;surface;1492.8499199851988;14.517491066732795;102.8311237198625;aerien post recolte;residus aeriens;labile;0.0;0.0;0.0;0.0
2020;237;beauce_5_sa_002;organique_beauce_5;orgeh;incorpore;644.0;6.8227138790216175;94.39059169404156;racines post recolte;residus racinaires;labile;0.0;0.0;0.0;0.0
2020;237;beauce_5_sa_002;organique_beauce_5;orgeh;surface;1886.1289300365474;19.982170851839356;94.39059169404156;aerien post recolte;residus aeriens;labile;0.0;0.0;0.0;0.0
2020;158;beauce_5_sa_003;organique_beauce_5;orgeh;incorpore;644.0;6.822445144943298;94.39430971128054;racines post recolte;residus racinaires;labile;0.0;0.0;0.0;0.0
2020;158;beauce_5_sa_003;organique_beauce_5;orgeh;surface;1885.9565520469805;19.979557642992116;94.39430971128056;aerien post recolte;residus aeriens;labile;0.0;0.0;0.0;0.0
2020;146;beauce_5_sa_004;organique_beauce_5;orgeh;incorpore;644.0;6.269558742100896;102.71855269103021;racines post recolte;residus racinaires;labile;0.0;0.0;0.0;0.0
2020;146;beauce_5_sa_004;organique_beauce_5;orgeh;surface;1497.9895625981826;14.58343720149586;102.71855269103021;aerien post recolte;residus aeriens;labile;0.0;0.0;0.0;0.0
2020;214;beauce_5_sa_005;organique_beauce_5;orgeh;incorpore;644.0;6.821433503546196;94.40830870303283;racines post recolte;residus racinaires;labile;0.0;0.0;0.0;0.0
2020;214;beauce_5_sa_005;organique_beauce_5;orgeh;surface;1885.3074777406093;19.969719865133484;94.40830870303284;aerien post recolte;residus aeriens;labile;0.0;0.0;0.0;0.0
2020;165;beauce_5_sa_006;organique_beauce_5;orgeh;incorpore;644.0;6.743161826999041;95.50415910552216;racines post recolte;residus racinaires;labile;0.0;0.0;0.0;0.0
2020;165;beauce_5_sa_006;organique_beauce_5;orgeh;surface;1834.3187475208774;19.206689684520924;95.50415910552215;aerien post recolte;residus aeriens;labile;0.0;0.0;0.0;0.0
2020;199;beauce_5_sa_007;organique_beauce_5;orgeh;incorpore;644.0;6.830397545706995;94.28440961020833;racines post recolte;residus racinaires;labile;0.0;0.0;0.0;0.0
2020;199;beauce_5_sa_007;organique_beauce_5;orgeh;surface;1891.0498992268983;20.056867376535504;94.28440961020834;aerien post recolte;residus aeriens;labile;0.0;0.0;0.0;0.0
2020;102;beauce_5_sa_008;organique_beauce_5;orgeh;incorpore;644.0;6.3266644226801265;101.7913954296925;racines post recolte;residus racinaires;labile;0.0;0.0;0.0;0.0
2020;102;beauce_5_sa_008;organique_beauce_5;orgeh;surface;1540.5502981257512;15.13438627717617;101.7913954296925;aerien post recolte;residus aeriens;labile;0.0;0.0;0.0;0.0
2020;118;beauce_5_sa_009;organique_beauce_5;orgeh;incorpore;644.0;6.185904817140273;104.1076477956089;racines post recolte;residus racinaires;labile;0.0;0.0;0.0;0.0
2020;118;beauce_5_sa_009;organique_beauce_5;orgeh;surface;1435.0578901385186;13.78436570727177;104.10764779560888;aerien post recolte;residus aeriens;labile;0.0;0.0;0.0;0.0
2020;237;beauce_5_sa_010;organique_beauce_5;orgeh;incorpore;644.0;6.8335929352472595;94.2403221998031;racines post recolte;residus racinaires;labile;0.0;0.0;0.0;0.0
2020;237;beauce_5_sa_010;organique_beauce_5;orgeh;surface;1893.0919980044762;20.0879194151188;94.2403221998031;aerien post recolte;residus aeriens;labile;0.0;0.0;0.0;0.0
