feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,Milieu (Climat),Milieu (Sol),N_lixi,dCorg,rdt,point_idx,parcelle
2.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,318.31784479461265,15.5,109.1670181883809,51.91848141662795,30.5,31.27279969171202,20.80586452070047,55.0,33.82658568067604,21.786137990296243,55.0,55.0,0,0,4.176,-123.72999999999999,3.76,487,beauce_5_sa_087
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.90570251568874,7.4894314356989975,175.0,30.5,30.5,128.20488228984289,55.0,55.0,55.0,55.0,55.0,55.0,0,0,2.654,-122.596,3.915,488,beauce_5_sa_088
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.2451180476852,15.5,175.0,30.5,30.5,52.628523201349324,55.0,55.0,55.0,55.0,55.0,55.0,0,0,3.37,-119.184,3.6100000000000003,489,beauce_5_sa_089
2.0,1.0,0.0,3.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,319.464332488639,3.525249033122733,240.85539813457157,20.617500758048624,30.5,65.68470838480992,17.616125714938164,55.0,81.09030561527932,78.70117335116512,55.0,55.0,0,0,4.556,-320.224,4.275,490,beauce_5_sa_090
2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,308.8898523567866,15.5,135.49470179454244,17.28315637997969,30.5,102.63093188021254,16.580645759271498,33.00848031316981,42.043397231842896,55.0,55.0,55.0,0,0,3.1979999999999995,-191.6,4.475,491,beauce_5_sa_091
2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,308.12019455563683,15.5,159.9024164865885,7.078215602674896,30.5,133.80917509228524,50.793907274545745,55.0,58.15938377645666,60.24208719941797,55.0,55.0,0,0,4.122,-270.742,4.42,492,beauce_5_sa_092
3.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,316.0750391498698,19.775609255876255,137.17287939385614,21.31076402548757,17.15967211765463,62.06328762537247,45.44803164264397,87.83016066399296,50.419301613221236,14.55203117293376,14.278902038575263,42.49916222024493,0,0,3.13,-165.85999999999999,4.38,493,beauce_5_sa_093
3.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,289.75914271274314,15.5,129.05360696541098,37.96733000304238,42.04492068274469,171.1854810900175,28.34917829538299,32.060791835076294,71.10106741099275,52.36052138396438,70.60062145302784,62.60255088803049,0,0,4.668,-352.592,4.22,494,beauce_5_sa_094
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.84313291762754,15.5,175.0,30.5,30.5,156.79456210118687,55.0,55.0,55.0,55.0,55.0,55.0,0,0,4.578,-122.046,3.7,495,beauce_5_sa_095
3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,299.00064336557045,15.5,121.63628956384134,44.619107526992295,56.09672735493166,144.54294619907498,23.67053400378152,55.0,25.66488635079778,43.31669507822587,32.148967274231566,55.0,0,0,4.558,-349.61600000000004,4.245,496,beauce_5_sa_096
1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,304.71393670435293,15.5,170.66236232711861,30.5,30.5,8.393254159851654,55.63042031063765,15.415258949040883,55.0,55.0,55.0,55.0,0,0,4.638,-120.758,3.575,497,beauce_5_sa_097
2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,284.7287508192908,15.5,197.42522433486573,27.89095648699197,30.5,151.64276106191312,94.94282408556131,55.0,31.572611046499084,55.0,55.0,55.0,0,0,4.418,-352.552,4.245,498,beauce_5_sa_098
2.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,298.94584214407735,15.5,148.74808551935487,42.49683396858767,30.5,85.3951261747647,13.738076606120305,62.35518262706615,71.00549214050146,87.61107850994794,55.0,55.0,0,0,3.1439999999999997,-214.48200000000003,4.455,499,beauce_5_sa_099
1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.0226093793234,22.093528786816435,232.67994235560587,30.5,30.5,35.76504344198534,29.064506930208324,55.0,55.0,55.0,55.0,55.0,0,0,2.7399999999999998,-200.272,4.5649999999999995,500,beauce_5_sa_000
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.7975960840634,15.5,175.0,30.5,30.5,87.74678597001049,55.0,55.0,55.0,55.0,55.0,55.0,0,0,4.336,-117.272,3.55,501,beauce_5_sa_001
3.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,3.0,0.0,3.0,3.0,0.0,264.7514293685446,15.5,236.42386964002023,27.414999503659637,52.92607055721709,198.79602956960412,41.092500846451316,86.90922406947003,22.778311385335794,71.71016442672484,19.408344731228816,55.0,0,0,4.214,-362.14,4.175,502,beauce_5_sa_002
2.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,3.0,0.0,302.1417913781003,15.5,206.4454771228735,21.148377482919372,30.5,33.98884535281455,39.57002873622581,24.310574913954618,19.62900148946701,38.58152643725394,55.0,55.0,0,0,3.152,-195.52400000000003,4.475,503,beauce_5_sa_003
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.24932277994685,15.5,145.20723434060199,30.5,30.5,166.38408702239056,35.218459155895495,55.0,55.0,55.0,55.0,55.0,0,0,4.066,-273.95799999999997,4.41,504,beauce_5_sa_004
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277.88046920906123,15.5,175.0,30.5,30.5,98.97100152285223,55.0,55.0,55.0,55.0,55.0,55.0,0,0,3.592,-118.13399999999999,3.55,505,beauce_5_sa_005
3.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,2.0,0.0,2.0,3.0,1.0,310.0013644638333,5.86566106743204,198.33222472407633,35.151215426310024,33.34857463778004,180.37783541526332,72.74767039185758,67.11617643059074,58.05754482613541,91.29465258942903,66.80601100467732,46.61108698219424,0,0,4.914,-342.988,4.265,506,beauce_5_sa_006
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.90373115912377,15.5,235.04693126717086,30.5,30.5,30.51706880067941,84.20263501960682,55.0,55.0,55.0,55.0,55.0,0,0,1.8560000000000003,-179.98000000000002,4.505,507,beauce_5_sa_007
3.0,1.0,1.0,3.0,0.0,2.0,1.0,3.0,1.0,2.0,2.0,0.0,1.0,0.0,269.45352281308544,1.633400785355329,129.58919874913437,6.731519432643649,52.84706872914009,160.69584086419033,74.81206074010016,55.0,42.79624347223278,65.0826915237181,21.72383724068566,32.89222242757803,0,0,4.1579999999999995,-343.152,4.235,508,beauce_5_sa_008
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.00020097184085,15.5,175.0,30.5,30.5,98.22791987036489,55.0,55.0,55.0,55.0,55.0,55.0,0,0,3.37,-119.184,3.6100000000000003,509,beauce_5_sa_009
3.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,319.7295448094085,5.202803138238581,102.3382682116118,39.87496534660597,19.359391747209084,180.47601865829665,64.93039063366311,67.23799167438212,11.425487773800263,12.102387168737852,62.434835044043545,55.0,0,0,4.812,-331.618,4.245,510,beauce_5_sa_010
0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,311.0293936775012,13.02410483627894,175.0,30.5,30.5,162.96105250751194,55.0,55.0,55.0,55.0,55.0,55.0,0,0,4.386,-119.03,3.69,511,beauce_5_sa_011
1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.9211285469509,15.5,128.7420751251445,30.5,30.5,61.744120199850066,20.83067116902784,55.0,55.0,55.0,55.0,55.0,0,0,4.578,-122.046,3.7,512,beauce_5_sa_012
1.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,265.9961712501331,5.4177250458577335,116.96129864140093,30.5,30.5,191.93175536229043,75.4938477462988,31.79538406493904,55.0,55.0,55.0,55.0,0,0,2.468,-255.356,4.51,513,beauce_5_sa_013
3.0,1.0,0.0,3.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,304.4248144649014,1.3259537451280892,121.02657039933594,33.653516315229076,19.173386166407315,100.97863161175981,38.51173651643436,36.2038174956252,29.028131547083014,77.60484217204298,52.11067522381023,55.0,0,0,3.2019999999999995,-217.52799999999996,4.46,514,beauce_5_sa_014
1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,265.4705608108218,21.244571029209464,135.31733346579713,30.5,30.5,63.40937698814365,66.72654777148685,58.07964577971997,55.0,55.0,55.0,55.0,0,0,2.774,-123.04400000000001,4.005,515,beauce_5_sa_015
2.0,1.0,0.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,285.86252362774434,16.744538369707932,215.60718671726875,5.366613039056741,30.5,137.82395995744974,57.831777806233475,28.345756637881088,13.364028790956045,55.0,55.0,55.0,0,0,3.7359999999999998,-329.322,4.4,516,beauce_5_sa_016
0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,271.3135217987131,7.527667297042713,175.0,30.5,30.5,33.07858054983179,55.0,55.0,55.0,55.0,55.0,55.0,0,0,3.2299999999999995,-117.75,3.77,517,beauce_5_sa_017
3.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,2.0,1.0,0.0,295.14591835271335,15.5,117.41070763005806,31.55193228085561,54.41076097356317,197.1661691620294,89.09672764610154,79.4044428770546,44.245534392388514,95.04629792059309,26.085344711748554,55.0,0,0,4.747999999999999,-352.89,4.2,518,beauce_5_sa_018
1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.99793001852083,15.5,138.29656789283484,30.5,30.5,121.17490952977428,73.21309109914799,55.0,55.0,55.0,55.0,55.0,0,0,3.2299999999999995,-196.82999999999998,4.465,519,beauce_5_sa_019
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,313.08688443269415,20.21509642784268,175.0,30.5,30.5,15.511247056226521,55.0,55.0,55.0,55.0,55.0,55.0,0,0,4.252,-118.674,3.755,520,beauce_5_sa_020
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301.6271164482808,15.5,175.0,30.5,30.5,182.61584367811253,55.0,55.0,55.0,55.0,55.0,55.0,0,0,4.726,-120.902,3.515,521,beauce_5_sa_021
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.1201110465683,15.5,163.87556473194576,30.5,30.5,180.09110262166064,96.19582255690752,55.0,55.0,55.0,55.0,55.0,0,0,4.029999999999999,-332.66400000000004,4.3100000000000005,522,beauce_5_sa_022
2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,317.53199259095663,15.5,137.6256957297624,48.08488377717926,30.5,122.39367049390594,48.83100537482649,55.0,16.839721040213128,16.45609235674763,55.0,55.0,0,0,4.14,-296.344,4.365,523,beauce_5_sa_023
3.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,300.9958089151897,15.5,193.26632618583034,46.0908744623942,12.36195487354447,164.76121417063442,25.765502049737528,78.69831205273806,39.83335392622297,55.0,77.3440240011735,55.0,0,0,4.792,-349.206,4.1850000000000005,524,beauce_5_sa_024
2.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,316.4853235220956,15.5,129.19447745457686,42.433644201974445,30.5,171.53529451045506,56.31236949934792,14.499744020713276,46.25226100947161,55.0,55.0,55.0,0,0,4.768,-334.52000000000004,4.2299999999999995,525,beauce_5_sa_025
2.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,263.041928395348,15.5,150.184893141387,7.938633379972901,30.5,196.7934887366966,35.0513271848058,55.0,38.96169826430478,58.43263261078432,55.0,55.0,0,0,4.1899999999999995,-351.43199999999996,4.255,526,beauce_5_sa_026
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,269.28200086408515,15.5,102.46132668136623,30.5,30.5,174.26740588635636,14.74954635715994,14.224939664470458,55.0,55.0,55.0,55.0,0,0,2.366,-197.808,4.475,527,beauce_5_sa_027
3.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,309.63496563453805,15.5,144.97810423822077,54.6788817821456,52.681271684313025,7.991956317744387,63.61954189241328,55.0,36.15730471212241,79.99295817809762,89.66924706738338,55.0,0,0,3.2,-199.69400000000002,4.49,528,beauce_5_sa_028
2.0,1.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,299.53150404325544,9.342518826661353,119.12262763528597,3.3565333015340295,30.5,177.71116503154036,53.1517316682582,55.0,60.957681674020606,33.657728056312266,55.0,55.0,0,0,3.198,-256.736,4.445,529,beauce_5_sa_029
3.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,292.3326670986827,24.48250703028789,207.24704409959702,20.858239047382497,58.513309078758255,14.961504702340106,44.67568998329824,55.0,97.25354980416442,55.0,91.02007017774466,30.294515676463767,0,0,2.896,-256.13,4.59,530,beauce_5_sa_030
2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.7625079178296,15.5,115.86406552448881,38.3436171673894,30.5,159.7834426588991,41.662679765023725,55.0,98.4136357120406,55.0,55.0,55.0,0,0,2.548,-266.876,4.475,531,beauce_5_sa_031
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.03410005326555,15.5,175.0,30.5,30.5,190.18319582712203,55.0,55.0,55.0,55.0,55.0,55.0,0,0,4.574,-122.008,3.66,532,beauce_5_sa_032
2.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,267.1649199563485,12.553538928141569,242.87209500675388,6.960911865126924,30.5,107.94832498099558,74.73568649324186,30.56917890709218,65.67756195063946,33.36267099193547,55.0,55.0,0,0,3.8959999999999995,-328.822,4.37,533,beauce_5_sa_033
1.0,1.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,287.88151385235767,9.556515193598853,107.12722925573732,30.5,30.5,111.73473783589391,32.59462900597508,24.66819515237598,55.0,55.0,55.0,55.0,0,0,3.658,-131.72,3.925,534,beauce_5_sa_034
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.7030855206051,15.5,175.0,30.5,30.5,62.28603126725877,55.0,55.0,55.0,55.0,55.0,55.0,0,0,4.746,-120.924,3.51,535,beauce_5_sa_035
3.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,3.0,269.9970748738934,16.025532289688854,103.04496962823646,54.93075173619478,42.5549594339448,67.11627344323816,19.251603258080014,14.140584773367841,92.73170782487678,85.17254085756795,12.309819362300157,87.65079364198729,0,0,2.184,-182.168,4.6,536,beauce_5_sa_036
3.0,1.0,0.0,2.0,0.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,271.28228478620866,3.6167844943366543,214.65309133197468,28.688541247556415,7.612294780253139,173.5542834335198,48.83213562747902,55.0,73.42576647008913,82.77175224307025,86.5004131613065,18.37354584244757,0,0,4.09,-351.88,4.28,537,beauce_5_sa_037
3.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,1.0,2.0,0.0,0.0,3.0,3.0,281.0051537521649,1.855276237720123,113.39461919111628,17.975363042053303,50.769590787422544,158.11484756268192,84.50053347707248,55.0,69.20039389954755,32.74548906153171,87.8069966977185,48.24913167897706,0,0,4.004,-323.098,4.3100000000000005,538,beauce_5_sa_038
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295.5149747177552,12.638842478677615,139.97469433631343,30.5,30.5,8.074532508950298,90.41113577927628,55.0,55.0,55.0,55.0,55.0,0,0,4.54,-118.152,3.51,539,beauce_5_sa_039
3.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,3.0,296.30410519169146,21.89896571546902,219.69913506158423,32.937779303385454,16.973503388035045,77.68324940387413,52.11284660450475,32.11957458243098,98.94158707511443,55.0,13.53918125834092,49.48287129930132,0,0,3.95,-326.592,4.4,540,beauce_5_sa_040
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.4639673384223,15.5,175.0,30.5,30.5,18.05918873113568,55.0,55.0,55.0,55.0,55.0,55.0,0,0,3.418,-118.732,3.6350000000000002,541,beauce_5_sa_041
0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296.3553717482416,15.198954668317754,175.0,30.5,30.5,85.97639596650933,55.0,55.0,55.0,55.0,55.0,55.0,0,0,4.502,-117.968,3.52,542,beauce_5_sa_042
1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.644419785839,15.5,160.62888808711213,30.5,30.5,19.26537269613157,42.484546706644885,55.0,55.0,55.0,55.0,55.0,0,0,4.574,-122.008,3.66,543,beauce_5_sa_043
3.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,287.1572951638343,15.5,218.42118633038817,13.972901192352694,8.39416106895447,83.23175426794998,34.23475465076696,54.482795594318816,53.28373098559308,55.0,35.68440010366575,55.0,0,0,3.9579999999999997,-291.79200000000003,4.425,544,beauce_5_sa_044
3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,293.8731845483502,15.5,145.61131131843032,8.339778704837299,32.77687954424296,157.96078114961134,94.40787204094501,87.38445161654211,63.44648916102479,55.0,27.5495124368137,24.059796603794346,0,0,4.694,-336.82,4.245,545,beauce_5_sa_045
3.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,3.0,2.0,0.0,275.0461602542833,7.604511255854692,119.76667741693589,53.48305808390236,23.973996777736307,34.68863666985521,55.216405054167346,45.626812373754206,94.38668844986127,68.16383013497878,77.77906135242321,55.0,0,0,2.886,-142.084,4.14,546,beauce_5_sa_046
2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,299.0668843738397,15.5,134.67381999718543,27.478016776288175,30.5,109.81837719031266,19.55740072237983,55.0,65.13263633733206,55.0,55.0,55.0,0,0,3.124,-208.28400000000002,4.46,547,beauce_5_sa_047
1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.792843888418,13.981325877093255,173.67196869643672,30.5,30.5,132.11515350345337,21.187673361230843,55.0,55.0,55.0,55.0,55.0,0,0,2.5460000000000003,-249.38000000000002,4.5249999999999995,548,beauce_5_sa_048
0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,311.53393580878094,6.894815825362635,175.0,30.5,30.5,66.0073790354646,55.0,55.0,55.0,55.0,55.0,55.0,0,0,4.386,-120.27000000000001,3.705,549,beauce_5_sa_049
2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,318.39789947299903,25.314138329536338,192.95229491816957,1.1966811718596624,30.5,7.37214538886922,70.35718462317404,47.047701868570556,23.247004626788655,55.0,55.0,55.0,0,0,3.7640000000000002,-121.354,3.9,550,beauce_5_sa_050
3.0,1.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,316.5699849343549,5.56182696738215,100.57045702829481,57.289706064107556,43.12607142925636,63.653646549587975,99.37396316692805,55.0,73.44217159295128,55.0,65.32579856224196,55.0,0,0,3.2119999999999997,-211.12800000000001,4.48,551,beauce_5_sa_051
2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,276.7295169531719,15.5,168.06673193292443,11.963759773882675,30.5,141.59720066344707,34.191859779079934,55.0,11.540265077334759,55.0,55.0,55.0,0,0,3.272,-282.81,4.375,552,beauce_5_sa_052
2.0,1.0,0.0,1.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,309.0445737125567,17.71166922292205,240.7354051436456,38.669065624372166,30.5,90.91064758701994,26.821331637088058,55.0,46.425425183364176,75.84735928597024,55.0,55.0,0,0,4.49,-331.576,4.335,553,beauce_5_sa_053
2.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,271.07488454003027,13.41992907085394,245.85547173177298,33.607190660783786,30.5,88.64000535275768,34.53016700779904,55.0,84.60391445276723,39.75344669575013,55.0,55.0,0,0,3.814,-329.57399999999996,4.355,554,beauce_5_sa_054
3.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,290.00265093599353,6.782043671100069,120.84139384113892,20.3925059886939,40.13397618913308,166.53487082502122,43.92017092805203,58.96273816650403,94.29955245357328,55.0,82.58488286000718,31.142719430121904,0,0,3.838,-339.07800000000003,4.245,555,beauce_5_sa_055
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.98905192273804,15.5,175.0,30.5,30.5,54.8324430033413,55.0,55.0,55.0,55.0,55.0,55.0,0,0,3.5380000000000003,-118.252,3.58,556,beauce_5_sa_056
2.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,311.5663319131291,15.5,211.11545007902413,21.061469580824006,30.5,12.47754174495739,56.85490479559231,55.0,23.696182124055355,55.0,55.0,55.0,0,0,3.322,-177.588,4.4,557,beauce_5_sa_057
1.0,1.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,277.8233370664323,2.6776450985556393,130.31368095649836,30.5,30.5,82.71856711547414,28.356759302312646,55.0,55.0,55.0,55.0,55.0,0,0,3.476,-125.03400000000002,3.8099999999999996,558,beauce_5_sa_058
1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319.72003190373965,15.5,220.47315283351736,30.5,30.5,115.23011699996806,12.237794260786787,55.0,55.0,55.0,55.0,55.0,0,0,4.6259999999999994,-327.154,4.235,559,beauce_5_sa_059
3.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,3.0,1.0,3.0,304.5166559578628,15.5,144.13226595910936,2.994121402395172,22.211330165630326,54.30981202395034,26.62048656731134,56.292328360956795,85.57483456195081,13.065326286132628,33.66289627389504,18.158996661943323,0,0,3.7,-143.43800000000002,4.075,560,beauce_5_sa_060
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,310.72132983280824,22.09484121487087,175.0,30.5,30.5,48.34993633362053,55.0,55.0,55.0,55.0,55.0,55.0,0,0,4.284000000000001,-118.58,3.7249999999999996,561,beauce_5_sa_061
3.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,0.0,3.0,2.0,0.0,293.9079466148273,15.40948958028719,182.98770805585758,8.121742478647828,44.14555051226741,84.3825629356319,27.77423424263887,22.247149865127646,17.493427394907194,36.15483097382868,56.240319649766626,55.0,0,0,3.822,-289.812,4.46,562,beauce_5_sa_062
3.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,3.0,273.00098371335235,23.41292551129726,236.9897114198824,45.68758962066103,42.603063499168236,56.255652787649296,36.4188402195535,22.042528290542116,10.106624758780525,55.0,99.15692854793909,55.2709437256413,0,0,3.646,-308.438,4.4350000000000005,563,beauce_5_sa_063
1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295.673372744809,15.5,189.62560145817946,30.5,30.5,58.620866252851066,11.105124839737043,94.4535718693503,55.0,55.0,55.0,55.0,0,0,3.342,-172.502,4.234999999999999,564,beauce_5_sa_064
1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,268.1082861982346,6.074622251035671,103.17691270253566,30.5,30.5,113.74361730625577,97.91160853238121,33.69998430880575,55.0,55.0,55.0,55.0,0,0,2.904,-130.01600000000002,3.9899999999999998,565,beauce_5_sa_065
1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.52733078706945,15.5,110.91146721940618,30.5,30.5,26.09412366249286,18.270397750842754,55.0,55.0,55.0,55.0,55.0,0,0,3.05,-121.63399999999999,3.7649999999999997,566,beauce_5_sa_066
1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.0670236806666,15.5,207.7141731195825,30.5,30.5,117.77876332872417,24.959325371097083,55.0,55.0,55.0,55.0,55.0,0,0,3.8920000000000003,-296.396,4.385,567,beauce_5_sa_067
2.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,304.20841688851124,15.5,157.41350828490945,18.08213157970974,30.5,54.42962368177103,52.97688629541606,44.445919882288386,66.74324798341999,55.0,55.0,55.0,0,0,3.8980000000000006,-150.24399999999997,4.145,568,beauce_5_sa_068
3.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,298.11219384754156,15.5,245.30122690425745,21.398113126104423,4.32169075994655,38.43231737075729,38.692666972839994,55.0,89.30249283157859,50.9353991133216,26.539883724334416,55.0,0,0,4.05,-271.536,4.41,569,beauce_5_sa_069
3.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,267.9805634847239,4.524433973124328,167.35218797414052,34.578372550465986,37.36386208879472,113.3739853900438,78.19626872826521,49.075171187080706,83.5278394148088,55.0,55.46078226674621,72.72765897223806,0,0,4.036,-345.14399999999995,4.3,570,beauce_5_sa_070
