feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,Milieu (Climat),Milieu (Sol),N_lixi,dCorg,rdt,point_idx,parcelle
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.5772154901472,15.5,169.52974788969132,30.5,30.5,64.04386204294684,55.11946606629401,49.15244448742172,55.0,55.0,55.0,55.0,0,0,2.306,-148.53199999999998,4.135,39,beauce_5_sa_039
3.0,1.0,0.0,1.0,0.0,3.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,318.30884352597957,25.41780368446793,180.80550468178436,25.49206755224459,53.30060330642787,57.22220048578397,45.979043076632564,55.0,14.78405041942721,83.50992837494765,92.64114421958337,55.0,0,0,3.982,-305.582,4.4,40,beauce_5_sa_040
2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.64215554658637,28.279858014261155,153.4711158303285,51.67050802093495,30.5,41.556531359212656,29.253386044793565,55.0,67.76492471846197,72.17688371320536,55.0,55.0,0,0,2.816,-180.536,4.56,41,beauce_5_sa_041
1.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.64520432774776,25.780848089516713,163.87900810236545,30.5,30.5,8.310314000384224,28.102324566435883,55.0,55.0,55.0,55.0,55.0,0,0,3.1719999999999997,-117.016,3.87,42,beauce_5_sa_042
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.56988484737934,3.7880895065635474,175.0,30.5,30.5,162.4440972467945,55.0,55.0,55.0,55.0,55.0,55.0,0,0,3.6979999999999995,-116.578,3.6,43,beauce_5_sa_043
0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.3359619631938,12.119837997319685,175.0,30.5,30.5,102.13747708144092,55.0,55.0,55.0,55.0,55.0,55.0,0,0,4.478,-115.39200000000001,3.54,44,beauce_5_sa_044
2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.22107080730444,15.5,197.46068405695115,12.498399820883698,30.5,51.139459777062626,61.65703294358865,55.0,72.01837729103637,64.42930473854238,55.0,55.0,0,0,3.1239999999999997,-189.20800000000003,4.455,45,beauce_5_sa_045
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.84516816131656,15.5,175.0,30.5,30.5,35.20472408777207,55.0,55.0,55.0,55.0,55.0,55.0,0,0,3.8480000000000003,-117.90799999999999,3.515,46,beauce_5_sa_046
2.0,1.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,263.05707203261176,6.924164164382028,126.01936950847556,28.954438084647347,30.5,56.5201545235347,57.795050734125695,85.83533861248742,59.05844258889746,55.0,55.0,55.0,0,0,2.612,-128.43599999999998,4.0,47,beauce_5_sa_047
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.7789462145765,15.5,175.0,30.5,30.5,69.37796391137952,55.0,55.0,55.0,55.0,55.0,55.0,0,0,3.9400000000000004,-117.88,3.55,48,beauce_5_sa_048
3.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0,0.0,309.14689149330457,15.5,129.25648388593416,45.02439427378228,29.095146070125228,169.33592657026273,98.22287347636168,83.81651597699937,13.215505783520744,55.0,96.40959679484143,55.0,0,0,5.004,-349.408,4.215,49,beauce_5_sa_049
2.0,1.0,1.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,270.17122719000946,19.366421217913533,219.64135898101057,6.45790697849771,30.5,129.34074249695087,32.047901804709696,55.0,65.63623345530844,10.345654415442258,55.0,55.0,0,0,3.79,-317.308,4.4399999999999995,50,beauce_5_sa_050
3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,267.62910380245626,15.5,105.69254512938768,17.70879666054896,28.7655400317626,132.382615413749,29.947892281354036,24.508834883258707,45.383489602566016,47.66444804988497,76.0907229938808,55.0,0,0,2.414,-216.38399999999996,4.505,51,beauce_5_sa_051
1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.9356119823761,21.63307801139903,222.74738322198942,30.5,30.5,103.95399683242456,40.06018560091661,55.0,55.0,55.0,55.0,55.0,0,0,3.2,-293.772,4.5,52,beauce_5_sa_052
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.64789727875836,15.5,175.0,30.5,30.5,107.59106538621782,55.0,55.0,55.0,55.0,55.0,55.0,0,0,4.464,-117.88,3.5,53,beauce_5_sa_053
